country_code,country,population_2020,overall_performance,factor_knowledge,factor_technology,factor_future_readiness,subfact_know_talent,subfact_know_training_education,subfact_know_scientific_concentration,subfact_tech_regulatory_framework,subfact_tech_capital,subfact_tech_technological_framework,subfact_fr_adaptive_attitudes,subfact_fr_business_agility,subfact_fr_it_integration,gini_value,gini_year,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
PM,Saint Pierre and Miquelon,6000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,10,1,0,0,1,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,8,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
VC,Saint Vincent and the Grenadines,111000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,11,0,1,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WS,Samoa,198000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.7,2013,5895,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,281,281,60,0,0,0,34,0,0,0,287,287,0,0,0,0,0,0,0,0,152,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,2,2,2,2,2,2,0,286,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,274,0,277,0,0,116,0,116,0,116,116,1,1,0,0,0,0,1,34,34,34,34,34,2,1,1,2,0,0,0,0,0,0,0,0,0,0,18,0,0,280,0,0,5,5,5,340,18,0,0,34,0,34,0,0,0,0,36,1,34,1,283,0,0,0,0,0,15,1,1,33,33,7,33,38,0,0,0,0,0,0,0,0,34,0,0,116,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,19,19,19,1,0,282,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,117,116,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,34,0,0,0,0,0,0,0,0,0,36,36,0,36,36,0,2,36,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0
SM,San Marino,34000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,4839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190,74,0,0,0,51,0,0,0,184,184,0,0,0,0,0,0,1,1,52,40,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,184,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,166,0,168,0,0,38,0,38,0,38,38,2,2,0,0,0,0,0,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,189,0,0,19,19,19,325,49,0,2,53,0,53,1,0,0,0,25,0,53,5,194,0,0,0,0,0,21,2,2,49,49,7,49,56,0,0,0,0,0,0,0,10,55,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,66,66,15,10,202,9,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,38,38,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,58,58,2,58,58,0,0,62,62,62,3,62,1,0,0,0,0,0,2,0,0,0,0,0
ST,Sao Tome and Principe,219000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.8,2010,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,6,6,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,0,3,0,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,1,1,1,7,1,0,0,1,0,1,0,0,0,0,0,0,1,2,8,0,0,0,0,0,12,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
SA,Saudi Arabia,34814000,34,46,24,28,34,34,62,25,5,47,37,28,24,0,N/A,71063,0,5,0,0,1,48,31,48,48,6,17,0,0,48,47,4,22,48,17,0,0,1,4,1,1,1,1,1,1,1,10,0,44,21,0,0,2275,2275,2157,0,0,0,868,0,0,0,789,789,1,1,1,1,1,0,75,36,455,343,340,354,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,0,3,3,4,3,6,141,0,0,23,23,29,26,26,21,113,782,1856,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,35,1505,9,1543,0,0,370,14,666,307,370,360,50,51,0,3,9,3,0,894,895,895,895,895,23,0,0,31,0,0,0,0,0,0,0,0,5,1,1182,0,0,2271,8,9,724,724,724,2639,1141,0,104,956,37,957,17,0,0,0,1679,0,967,62,2404,0,0,0,0,0,4769,50,51,946,944,417,880,1009,9,9,9,9,9,9,9,31,961,1,1,371,0,0,0,0,0,0,7,53,5,6,24,0,14,2,362,1337,1337,1337,147,85,2458,158,0,0,15,0,0,27,0,0,75,75,86,106,106,106,13,18,0,0,8,47,0,51,0,0,0,7,0,15,0,327,689,362,6,6,3,0,31,31,31,0,0,0,0,14,14,5,17,964,0,0,0,0,0,0,0,9,0,999,999,104,1000,1002,4,24,1075,1075,1075,79,1076,88,0,0,0,0,11,446,0,0,32,6,39
SN,Senegal,16744000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.3,2011,8710,3,1,0,0,0,2,0,3,3,9,3,0,0,3,5,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,5,2,0,0,361,361,90,0,0,0,67,3,0,0,342,342,0,0,0,0,0,0,6,5,47,28,28,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,4,4,14,4,4,4,76,341,419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,302,0,307,0,0,30,2,35,7,30,30,1,1,0,0,2,0,0,69,69,69,69,69,4,0,0,14,0,0,0,0,0,0,0,0,0,0,207,0,0,360,1,2,51,51,51,477,194,0,5,70,4,70,8,0,0,0,58,0,70,9,371,0,0,0,0,0,11,1,1,68,68,26,64,83,2,2,2,2,2,2,2,1,74,0,0,30,0,0,0,0,0,0,0,4,0,1,1,0,1,0,13,286,286,286,81,72,439,39,0,0,0,0,0,4,0,0,8,8,9,11,11,11,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9,37,28,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,72,0,0,0,0,0,0,0,1,0,80,80,10,80,80,0,4,84,84,84,9,84,4,0,0,0,0,1,9,0,0,4,0,7
RS,Serbia,8737000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.6,2015,160835,36,27,4,1,1,33,19,43,43,17,24,0,0,43,233,104,29,43,24,0,0,1,22,1,1,7,1,1,1,1,127,0,228,154,1,1,4859,4859,9931,0,0,0,1334,36,1,0,3320,3320,1,1,1,1,1,0,79,73,1042,828,826,839,13,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,4,0,0,0,0,4,4,4,4,13,120,0,0,179,179,251,214,214,172,217,3310,5745,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,57,4006,3,4044,0,0,848,14,872,41,848,840,1456,1699,2,20,31,20,43,1395,1406,1406,1406,1406,208,43,43,294,0,0,0,0,0,0,0,0,246,1,2344,0,0,4829,45,31,796,796,796,6595,2299,1,180,1514,47,1514,7,0,0,0,1378,44,1521,167,5067,0,0,0,0,0,13097,1460,1695,1454,1454,374,1373,1714,34,34,34,34,34,34,34,47,1556,0,0,851,0,0,0,0,0,1,202,82,1,4,25,0,22,1,196,2966,2966,2966,616,449,5479,319,0,25,60,0,1,20,0,0,94,94,143,168,168,168,12,13,1,0,0,835,1,1685,0,0,0,56,0,63,0,63,902,839,5,5,0,1,48,48,48,0,0,0,0,13,13,1,13,1534,1,0,0,0,0,0,0,34,4,1699,1699,232,1699,1699,2,206,2022,2021,2021,131,2022,160,0,0,0,0,38,150,0,0,28,0,20
SC,Seychelles,98000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.8,2013,145236,111,4,0,0,0,5,4,7,7,2,3,0,0,7,5,4,3,7,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,4,1,1,2506,2506,3684,0,0,0,207,119,0,0,2572,2572,0,0,0,0,0,0,4,3,486,383,383,383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,4,7,5,5,4,156,2566,3533,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,4,2335,0,2373,0,0,386,0,390,4,387,385,15235,15237,2,0,6,0,0,216,216,216,216,216,4,0,0,7,0,0,0,0,0,0,0,0,141,0,1491,0,0,2505,0,7,131,131,131,3702,1487,0,9,220,3,220,3,0,0,0,1893,0,220,7,2520,0,0,0,0,0,58,15259,15087,217,217,25,210,241,8,8,8,8,8,8,8,5,217,0,0,384,0,0,0,0,0,0,8,7,0,0,4,0,0,0,11,1557,1557,1557,70,63,2574,26,0,0,28,0,1,4,0,0,4,4,10,11,11,11,4,4,0,0,0,10890,1,14862,0,0,0,278,0,28,0,5,389,384,0,0,0,1,5,5,5,0,0,0,0,4,4,1,4,217,1,0,0,0,0,0,0,8,0,238,238,14,238,238,0,4,653,653,653,4,653,13,0,0,0,0,10,6,0,0,2,0,0
SL,Sierra Leone,7977000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,2011,934,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,13,0,0,0,3,0,0,0,30,30,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,30,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,31,0,0,4,0,4,1,4,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,41,0,0,10,10,10,50,33,0,2,4,1,4,0,0,0,0,13,0,4,0,45,0,0,0,0,0,62,0,0,4,4,2,2,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,37,37,37,2,2,47,4,0,0,0,0,0,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,2,4,4,0,0,4,4,4,1,4,2,0,0,0,0,0,3,0,0,1,0,0
SG,Singapore,5850000,2,2,1,12,1,7,10,1,11,1,20,11,3,0,N/A,3598156,1702,737,37,1,26,1621,757,2067,2067,680,1310,0,0,2067,3616,1105,1795,2066,1308,0,0,21,602,21,21,179,21,21,21,21,1756,35,3475,1150,6,6,118616,118618,168015,36,0,0,37764,1763,11,0,48950,48950,25,25,25,25,25,0,811,340,17760,16359,16361,16509,583,12,12,12,12,12,12,12,2,2,2,23,23,21,24,24,24,24,24,24,24,24,30,30,34,189,34,34,34,0,169,169,199,170,645,557,18,0,2584,2584,2871,2761,2761,2433,7265,48731,81756,2059,66,0,0,0,0,0,0,0,22,22,22,22,22,22,22,1346,93,3576,69568,139,73404,0,0,16974,160,19831,2972,16976,16619,14086,14602,172,373,999,373,155,39232,39514,39525,39536,39541,2624,155,155,2943,0,0,0,0,0,0,0,0,977,98,85682,0,0,118356,713,1064,47096,47094,47095,132992,83754,35,5369,41586,2373,41595,250,0,0,0,135697,155,42681,3666,125263,0,0,0,0,0,14993,14114,14528,41350,41276,9691,36156,50985,1310,1310,1311,1311,1312,1312,1312,6090,43026,26,26,16958,0,0,0,0,0,20,759,3248,139,250,1119,0,45,71,7120,96400,96404,96406,10643,6986,131747,1276,0,77,3941,0,6,732,0,0,4623,4624,6675,7401,7401,7401,112,576,2,0,66,12121,1021,15450,0,0,0,402,9,3960,0,3874,20913,17041,15,15,7,6,6127,6127,6127,0,0,0,0,504,504,88,570,42595,6,0,0,0,0,0,0,1325,81,48497,48498,10786,48523,48533,90,2630,55233,55238,55238,4981,55248,8839,0,0,0,0,1487,374,3,3,505,13,73
SX,Sint Maarten,43000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,2,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,1,1,1,11,2,0,0,0,0,0,0,0,0,0,5,0,0,2,12,0,0,0,0,0,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,6,4,2,14,6,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,6,6,6,2,6,0,0,0,0,0,0,1,0,0,0,0,0
SK,Slovak Republic,5460000,50,51,51,51,53,52,38,61,47,38,50,62,44,26.5,2015,209261,89,30,2,5,4,76,22,90,90,54,68,0,0,89,349,53,71,89,68,0,0,0,25,0,0,5,0,0,0,0,347,1,345,54,0,0,7847,7847,3668,1,0,0,1394,90,0,0,6636,6637,4,4,4,4,4,0,56,33,1720,1283,1284,1301,43,0,0,0,0,0,0,0,1,1,1,0,0,0,4,1,1,1,1,1,1,1,0,0,0,13,1,0,0,0,14,14,14,14,45,139,0,0,325,325,375,331,331,317,1336,6644,9682,92,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,211,11,92,6436,61,6520,0,0,1339,19,1396,69,1338,1304,68,68,5,18,37,18,11,1464,1473,1472,1471,1471,329,11,11,407,0,0,0,0,0,0,0,0,4,6,3980,0,0,7842,32,38,1357,1357,1357,11200,3936,0,214,1557,100,1557,22,0,0,0,2746,11,1570,278,8261,0,0,0,0,0,9666,68,68,1478,1478,465,1351,1645,45,45,45,45,45,45,45,175,1582,4,4,1337,0,0,0,0,0,1,62,133,7,19,78,0,22,3,328,5792,5792,5792,1791,1514,9755,264,0,6,120,0,0,41,0,0,116,116,160,173,173,173,62,30,0,0,1,71,11,78,0,0,0,71,1,123,0,99,1423,1324,38,38,0,0,175,175,175,0,0,0,0,27,27,1,29,1578,0,0,0,0,0,0,0,46,2,1665,1665,210,1665,1665,3,333,1863,1863,1861,138,1861,156,0,0,0,0,50,93,0,0,8,0,14
SI,Slovenia,2079000,31,29,35,37,35,22,33,38,28,34,38,31,31,25.4,2015,122422,29,43,3,1,0,56,26,60,60,34,34,0,0,60,46,62,43,60,34,0,0,4,35,4,4,11,4,4,4,4,170,4,45,26,2,2,4425,4425,1824,4,0,0,1055,29,1,0,3450,3450,0,0,0,0,0,0,58,36,994,688,684,700,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0,0,0,8,1,0,0,0,10,10,10,10,28,191,0,0,37,37,196,38,38,30,542,3439,5372,59,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,117,0,70,3547,2,3603,0,0,721,15,760,55,720,700,34,36,1,27,52,27,5,1119,1121,1121,1121,1121,37,5,5,200,0,0,0,0,0,0,0,0,20,3,2201,0,0,4421,26,56,815,815,815,6263,2126,2,221,1241,69,1241,7,0,0,0,1364,5,1255,236,4757,0,0,0,0,0,2291,33,35,1188,1187,402,1071,1509,59,59,59,59,59,59,59,38,1287,0,0,725,0,0,0,0,0,1,120,114,1,12,29,0,24,1,277,3106,3106,3106,884,649,5403,153,0,3,104,0,2,37,0,0,134,134,190,210,210,210,40,22,3,0,2,32,2,37,0,0,0,78,0,118,0,79,784,705,0,0,0,2,38,38,38,0,0,0,0,20,20,0,21,1268,2,0,0,0,0,0,0,58,0,1463,1463,319,1463,1463,2,37,1671,1672,1672,153,1672,257,0,0,0,0,61,14,0,0,18,0,5
