country_code,country,population_2020,overall_performance,factor_knowledge,factor_technology,factor_future_readiness,subfact_know_talent,subfact_know_training_education,subfact_know_scientific_concentration,subfact_tech_regulatory_framework,subfact_tech_capital,subfact_tech_technological_framework,subfact_fr_adaptive_attitudes,subfact_fr_business_agility,subfact_fr_it_integration,gini_value,gini_year,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
CI,"Cote d,Ivoire",26378000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.5,2015,8773,1,0,0,0,1,13,9,16,16,4,7,0,0,16,5,0,9,16,7,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,0,313,313,210,0,0,0,91,1,0,0,232,232,1,1,1,1,1,0,6,2,53,37,39,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,5,5,7,5,5,5,41,229,355,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,263,0,270,0,0,48,1,66,18,48,43,1,1,0,0,0,0,1,93,93,93,93,93,5,1,1,7,0,0,0,0,0,0,0,0,0,0,164,0,0,312,1,0,40,40,40,404,154,0,14,95,11,95,4,0,0,0,177,1,97,21,355,0,0,0,0,0,33,1,1,96,96,40,81,113,0,0,0,0,0,0,0,1,100,1,1,52,0,0,0,0,0,0,1,12,0,0,6,0,3,0,38,225,225,225,53,32,387,12,0,0,0,0,0,3,0,0,11,11,12,14,14,14,1,2,0,0,1,1,1,2,0,0,0,1,0,0,0,22,70,48,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,103,103,23,103,103,0,5,111,111,111,10,111,19,0,0,0,0,0,6,0,0,0,0,7
HR,Croatia,4105000,52,41,49,62,61,26,32,59,43,40,46,63,59,31.1,2015,109450,8,40,0,0,2,34,2,42,42,30,40,0,0,42,209,18,43,42,40,0,0,0,38,0,0,3,0,0,0,0,53,0,206,107,3,3,3943,3943,2445,0,0,0,778,8,0,0,3586,3586,2,2,2,2,2,0,42,32,691,504,501,515,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,12,12,12,26,169,2,0,138,138,175,148,148,133,993,3562,4872,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,66,3403,1,3441,0,0,543,14,825,52,542,518,148,148,1,28,52,28,23,799,800,800,800,800,144,23,23,190,0,0,0,0,0,0,0,0,86,3,2042,0,0,3923,19,52,489,489,489,5438,2000,0,173,903,64,903,7,0,0,0,1624,23,909,258,4250,0,0,0,0,0,1539,158,137,845,845,324,748,1034,56,56,56,56,56,56,56,88,912,2,2,816,0,0,0,0,0,3,28,76,3,18,33,0,7,0,278,3105,3105,3105,1075,819,5043,338,0,6,68,0,3,37,0,0,72,72,96,102,102,102,33,28,0,0,1,98,4,99,0,0,0,34,0,70,0,58,868,810,4,4,0,3,89,89,89,0,0,0,0,25,25,2,28,907,3,0,0,0,0,0,0,56,1,1065,1065,178,1068,1068,1,149,1185,1185,1185,83,1185,148,0,0,0,0,60,117,0,0,16,0,1
CU,Cuba,11327000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,8426,0,2,0,0,0,4,3,4,4,0,1,0,0,4,3,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,2,0,3,2,0,0,401,401,58,0,0,0,49,0,0,0,258,258,0,0,0,0,0,0,6,2,45,26,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,0,13,0,0,3,3,4,3,3,3,65,259,392,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,315,1,325,0,0,27,1,31,4,27,27,18,19,1,1,4,1,0,51,51,51,51,51,3,0,0,4,0,0,0,0,0,0,0,0,3,0,212,0,0,400,3,3,82,82,82,484,209,0,6,54,3,54,0,0,0,0,52,0,55,15,420,0,0,0,0,0,11,18,19,51,51,25,48,59,6,6,6,6,6,6,6,2,55,0,0,28,0,0,0,0,0,0,5,3,3,6,2,0,0,0,19,295,295,295,82,67,486,7,0,1,0,0,0,16,0,0,6,6,9,9,9,9,0,11,0,0,1,22,4,22,0,0,0,1,0,0,0,5,32,27,0,0,0,0,2,2,2,0,0,0,0,11,11,2,11,55,0,0,0,0,0,0,0,6,0,59,59,8,59,59,0,4,62,62,62,9,62,4,0,0,0,0,6,0,0,0,0,0,0
CW,Curacao,164000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,5334,0,1,0,0,0,13,0,13,13,13,13,0,0,13,2,3,13,13,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,155,155,146,0,0,0,51,0,0,0,165,165,0,0,0,0,0,0,1,0,24,16,16,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,13,13,0,0,2,2,2,2,2,2,21,165,220,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,113,0,115,0,0,18,1,83,65,18,17,3,3,0,1,1,1,0,54,54,54,54,54,2,0,0,2,0,0,0,0,0,0,0,0,0,0,84,0,0,155,0,1,40,40,40,262,83,0,14,54,14,54,0,0,0,0,78,0,55,5,164,0,0,0,0,0,205,3,3,53,53,20,39,60,1,1,1,1,1,1,1,0,56,0,0,19,0,0,0,0,0,0,7,16,0,2,0,0,4,0,70,100,100,100,14,9,172,22,0,0,10,0,0,5,0,0,2,2,2,2,2,2,1,2,0,0,0,0,0,3,0,0,0,0,0,10,0,65,83,18,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,55,0,0,0,0,0,0,0,1,0,61,61,17,61,61,0,2,63,63,63,2,63,15,0,0,0,0,1,3,0,0,0,0,1
CY,Cyprus,1207000,40,40,52,29,57,30,35,47,52,52,28,42,29,34,2015,138157,86,15,1,0,1,35,24,36,36,19,12,0,0,36,83,39,13,36,12,0,0,0,12,0,0,2,0,0,0,0,29,0,83,29,0,0,6880,6880,2872,0,0,0,735,91,0,0,2595,2595,1,1,1,1,1,0,6,3,802,628,628,630,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,6,0,0,0,0,7,7,7,7,8,118,0,0,47,47,58,48,48,40,426,2583,4497,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,39,3572,2,3591,0,0,627,2,681,56,626,620,59,59,2,9,22,9,1,810,813,813,813,813,48,1,1,60,0,0,0,0,0,0,0,0,11,0,4752,0,0,6855,6,22,3262,3262,3262,7790,4733,1,83,847,29,847,3,0,0,0,2347,1,862,92,6996,0,0,0,0,0,1496,59,57,836,835,252,767,1004,29,29,29,29,29,29,29,37,879,1,1,621,0,0,0,0,0,0,76,61,4,11,12,0,2,1,157,5050,5051,5051,336,245,7172,83,0,0,70,0,0,40,0,0,91,91,106,118,118,118,10,34,0,0,1,46,3,57,0,0,0,20,0,74,0,72,693,621,3,3,0,0,37,37,37,0,0,0,0,26,26,1,34,874,0,0,0,0,0,0,0,29,1,984,984,167,984,984,2,48,1371,1371,1371,94,1371,145,0,0,0,0,38,36,0,0,11,0,0
CZ,Czech Republic,10709000,35,37,36,36,26,46,31,45,27,28,34,27,36,25.9,2015,1384332,448,185,6,22,8,363,219,427,427,140,208,0,0,427,583,126,271,427,208,0,0,6,169,6,6,45,6,6,6,6,387,7,564,273,19,19,51547,51552,19561,7,0,0,12709,474,3,0,44590,44591,8,8,8,8,8,0,251,152,11413,7377,7369,7431,87,1,1,1,1,1,1,1,0,0,0,1,1,0,6,5,5,5,5,5,5,5,2,2,2,54,2,2,2,0,55,55,57,55,92,706,8,0,408,408,550,441,441,372,10685,44478,64998,423,10,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4426,2,341,46480,26,46809,0,0,7765,59,8080,373,7772,7548,5303,5328,14,117,209,117,42,13064,13092,13092,13093,13095,421,42,42,679,0,0,0,0,0,0,0,0,1316,23,22423,0,0,51634,202,230,4765,4765,4766,70403,22019,5,878,13481,363,13480,181,0,0,0,14723,42,13571,1615,53979,0,0,0,0,0,25053,5289,5280,12996,12990,2246,12404,14407,249,249,249,249,249,248,248,700,13801,8,8,7832,0,0,0,0,0,2,894,546,16,85,221,0,58,7,1864,34654,34656,34656,12145,10532,64373,946,0,23,269,0,19,206,0,0,907,907,1192,1297,1297,1297,283,115,1,0,11,5778,1010,6181,0,0,0,1035,0,276,0,489,8311,7824,59,59,5,19,705,705,705,0,0,0,0,105,105,11,114,13770,19,0,0,0,0,0,0,244,8,14691,14692,1747,14695,14695,172,419,15621,15622,15622,1108,15622,1284,0,0,0,0,263,327,0,0,79,0,54
DK,Denmark,5792000,3,6,9,1,4,9,15,4,23,6,2,5,1,28.2,2015,235537,27,67,12,3,0,97,38,106,106,52,68,0,0,107,25,73,79,107,68,0,0,0,63,0,0,28,0,0,0,0,39,2,22,12,58,58,8427,8427,4221,2,0,0,2108,27,1,0,8293,8293,0,0,0,0,0,0,46,21,1623,958,953,969,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,13,13,13,13,0,0,0,7,0,0,0,0,8,8,8,8,46,687,3,0,14,14,27,18,18,13,1627,8257,11131,111,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,152,0,92,6796,9,6930,0,0,1005,14,1077,93,1004,969,123,124,3,49,81,49,1,2181,2188,2188,2187,2187,16,1,1,52,0,0,0,0,0,0,0,0,26,3,4507,0,0,8423,45,82,1479,1479,1479,12811,4380,2,296,2347,121,2347,64,0,0,0,3182,1,2357,242,8903,0,0,0,0,0,4236,122,123,2244,2243,974,2090,2879,88,88,88,88,89,89,89,208,2374,0,0,1013,0,0,0,0,0,5,66,161,6,15,83,0,118,2,324,5854,5854,5854,1321,1081,9962,160,0,1,34,0,58,67,0,0,185,185,238,255,255,255,74,45,0,0,7,84,6,129,0,0,0,90,0,34,0,130,1128,998,41,41,1,58,210,210,210,0,0,0,0,34,34,7,45,2369,58,0,0,0,0,0,0,89,2,2888,2888,671,2890,2890,3,16,3120,3119,3120,228,3121,581,0,0,0,0,94,245,0,0,22,0,2
DJ,Djibouti,988000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.6,2017,908,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,32,7,1,0,0,10,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,27,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19,0,19,0,0,1,0,3,2,1,1,0,0,0,0,1,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,32,0,1,13,13,13,44,28,0,1,10,1,10,0,0,0,0,1,0,10,0,35,0,0,0,0,0,14,0,0,11,11,4,9,11,1,1,1,1,1,1,1,0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,29,29,29,0,0,35,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,11,11,2,11,11,0,0,18,18,18,1,18,2,0,0,0,0,1,3,0,0,0,0,1
DM,Dominica,72000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,16,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,15,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,1,1,1,21,6,0,0,4,0,4,0,0,0,0,12,0,4,0,16,0,0,0,0,0,74,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,4,4,4,0,4,0,0,0,0,0,0,3,0,0,1,0,0
DO,Dominican Republic,10848000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.7,2016,31319,0,2,0,0,0,20,18,22,22,6,4,0,0,22,159,3,4,22,4,0,0,0,2,0,0,1,0,0,0,0,82,0,156,106,0,0,768,768,706,0,0,0,335,0,0,0,726,726,0,0,0,0,0,0,24,11,195,159,158,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,127,127,150,141,141,130,138,722,1108,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,653,10,673,0,0,183,4,282,111,183,171,79,79,0,2,2,2,22,330,339,339,340,341,137,22,22,197,0,0,0,0,0,0,0,0,6,0,438,0,0,771,20,2,97,97,97,1242,421,0,45,368,10,368,7,0,0,0,551,22,369,58,903,0,0,0,0,0,960,79,79,344,343,93,328,381,2,2,2,2,2,2,2,11,367,0,0,187,0,0,0,0,0,0,0,13,0,0,49,0,4,0,154,750,750,751,304,246,1144,304,0,13,0,0,0,0,0,0,20,20,39,40,40,40,12,0,0,0,0,80,2,84,0,0,0,0,0,0,0,120,308,188,7,7,1,0,12,12,12,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,2,0,379,379,40,380,381,0,134,421,421,421,39,421,21,0,0,0,0,2,120,0,0,4,0,8
EC,Ecuador,17643000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.7,2017,161159,3,45,7,0,12,80,40,95,95,36,55,0,0,95,232,25,66,95,55,0,0,2,38,2,2,19,2,2,2,2,176,1,223,101,0,0,4104,4104,1844,1,0,0,1941,3,0,0,2966,2966,12,12,12,12,12,0,117,77,2466,1954,1655,2295,34,1,1,1,1,1,1,1,1,1,1,0,0,0,2,5,5,5,5,5,5,5,0,0,0,7,0,0,0,0,7,7,7,7,38,74,0,0,175,175,272,191,191,133,224,2957,5641,95,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,421,5,95,3622,21,3698,0,0,2362,639,2511,769,2365,2323,106,110,8,24,50,24,20,1990,2345,2346,2346,2346,183,20,20,283,0,0,0,0,0,0,0,0,3,2,1259,0,0,4097,407,52,384,384,384,6151,1167,0,553,2425,83,2425,25,0,0,0,1142,20,2448,370,4692,0,0,0,0,0,1948,106,110,2005,2003,801,1867,2668,61,61,61,61,61,61,61,7,2472,12,12,2395,0,0,0,0,0,2,2,108,3,8,120,0,3,2,487,1860,1860,1860,561,191,4868,257,0,8,4,0,0,18,0,0,145,145,576,603,603,603,6,14,0,0,2,56,3,113,0,0,0,3,0,4,0,796,2579,1783,10,10,0,0,7,7,7,0,0,0,0,12,12,2,14,2457,0,0,0,0,0,0,0,61,1,2598,2598,657,2597,2597,1,183,2813,2814,2815,550,2816,215,0,0,0,0,65,132,0,0,12,0,15
EG,Egypt,102334000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.8,2015,68850,1,6,0,0,0,33,18,36,36,16,18,0,0,36,62,16,26,36,18,0,0,0,6,0,0,1,0,0,0,0,79,0,55,34,0,0,1913,1913,1425,0,0,0,729,1,0,0,1751,1751,0,0,0,0,0,0,375,358,765,687,681,712,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,239,0,0,46,46,98,55,55,44,95,1758,2562,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,27,1404,17,1460,0,0,725,30,851,131,725,708,52,52,2,5,8,5,4,752,761,761,761,761,47,4,4,115,0,0,0,0,0,0,0,0,3,1,1024,0,0,1912,21,9,441,443,443,3104,972,0,81,783,46,783,10,0,0,0,1084,4,787,85,2092,0,0,0,0,0,1405,53,53,747,745,201,683,839,11,11,11,11,11,11,11,12,792,0,0,745,0,0,0,0,0,0,18,53,0,2,48,0,35,0,204,1220,1220,1220,173,88,2160,940,0,1,4,0,0,10,0,0,75,75,102,111,111,111,32,7,2,0,2,20,0,53,0,0,0,1,0,4,0,165,889,724,2,2,0,0,13,13,13,0,0,0,0,7,7,0,7,793,0,0,0,0,0,0,0,11,0,850,851,137,852,852,10,46,942,942,942,94,942,92,0,0,0,0,12,961,0,0,25,0,168
SV,El Salvador,6486000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38,2017,26355,0,4,0,0,0,25,15,25,25,12,10,0,0,25,13,1,11,25,10,0,0,0,2,0,0,0,0,0,0,0,13,1,13,3,0,0,810,810,172,1,0,0,215,0,0,0,584,584,0,0,0,0,0,0,34,17,527,475,476,477,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,36,0,0,12,12,15,12,12,8,158,583,900,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,715,61,722,0,0,486,4,507,17,485,478,12,12,0,0,5,0,4,237,241,241,241,241,12,4,4,17,0,0,0,0,0,0,0,0,1,3,446,0,0,818,12,6,92,92,92,1064,416,2,34,253,16,253,3,0,0,0,122,4,258,32,891,0,0,0,0,0,134,12,12,239,239,122,219,307,8,8,8,8,8,8,8,9,265,0,0,478,0,0,0,0,0,0,0,19,3,4,11,0,4,0,41,600,600,600,149,117,1006,47,0,1,0,0,0,5,0,0,20,20,35,46,46,46,0,4,0,0,1,4,0,12,0,0,0,1,0,0,0,22,504,482,0,0,0,0,9,9,9,0,0,0,0,4,4,0,4,265,0,0,0,0,0,0,0,8,0,288,288,51,288,288,0,12,320,320,320,33,320,30,0,0,0,0,9,34,0,0,3,0,3
GQ,Equatorial Guinea,1403000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,26,26,13,0,0,0,7,0,0,0,18,18,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,7,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,5,0,5,0,5,5,0,0,0,0,0,0,0,7,7,7,7,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,26,0,0,1,1,1,33,12,0,0,7,0,7,0,0,0,0,9,0,7,0,26,0,0,0,0,0,1039,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,6,6,32,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,2,7,7,7,0,7,0,0,0,0,0,0,1,0,0,0,0,0
