city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,population_source,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Seattle,smart city,57.5,61.3,46.7,81.6,3249000,IMD Smart City Index 2020,7,37,IMD Smart City Index 2020,11/12/2020,245536,39,37,0,0,0,238,19,258,258,217,240,0,0,259,83,60,248,259,240,0,0,1,36,1,1,11,1,1,1,1,29,0,83,27,0,0,6752,6752,8909,0,0,0,1439,42,0,0,2308,2309,0,0,0,0,0,0,16,8,1106,869,869,874,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,222,322,3,0,39,39,54,40,40,37,276,2318,7338,261,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,266,5997,0,6126,0,0,889,6,936,50,890,879,12830,14963,9,22,51,22,4,1509,1517,1518,1517,1517,40,4,4,58,0,0,0,0,0,0,0,0,19,1,1707,0,0,6768,50,52,710,710,710,8197,1660,0,415,1607,276,1607,16,0,0,0,6940,4,1615,130,6986,0,0,0,0,0,853,12844,14975,1543,1543,572,1230,1741,61,61,61,61,61,62,62,117,1643,0,0,894,0,0,0,0,0,0,57,321,5,5,26,0,37,2,178,4052,4052,4052,2328,2197,9195,140,0,2,262,0,0,31,0,0,132,132,195,209,209,209,67,27,0,0,0,6085,3,14909,0,0,0,9,0,246,0,54,938,884,1,1,0,0,115,115,115,0,0,0,0,26,26,5,26,1617,0,0,0,0,0,0,0,62,2,1701,1701,439,1699,1699,9,40,1958,1958,1958,170,1958,364,0,0,0,0,66,30,2,2,14,0,18
Seoul,"smart city,circular city",52.9,74,52.1,72.5,9774000,IMD Smart City Index 2020,6,47,IMD Smart City Index 2020,11/12/2020,289693,27,43,8,0,0,133,56,209,209,73,153,0,0,209,299,179,180,209,153,0,0,0,42,0,0,15,0,0,0,0,534,1,236,99,0,0,6635,6635,17093,1,0,0,4361,30,1,0,4971,4971,0,0,0,0,0,0,67,34,2254,1270,1251,1286,64,0,0,0,0,0,0,0,6,6,6,0,0,0,3,2,2,2,2,2,2,2,0,0,0,3,0,0,0,0,3,3,3,3,64,380,5,0,120,120,221,191,191,110,527,4984,8866,210,45,0,0,0,0,0,0,0,1,1,1,1,1,1,1,876,10,209,5519,22,5664,0,0,1318,27,1464,170,1312,1285,178,180,12,35,63,35,17,4466,4486,4486,4486,4489,129,17,17,640,0,0,0,0,0,0,0,0,20,7,2727,0,0,6676,34,66,1026,1026,1026,10125,2565,2,413,4647,220,4649,73,0,0,0,13717,17,4666,274,7158,0,0,0,0,0,13481,178,180,4410,4410,966,4134,4894,81,81,81,81,81,81,81,922,4757,0,0,1331,0,0,0,0,0,1,22,251,0,5,62,0,7,0,417,3373,3373,3373,623,348,7505,1219,0,13,40,0,0,16,0,0,313,313,371,401,401,401,56,13,3,0,7,142,4,181,0,0,0,35,0,38,0,204,1467,1263,8,8,1,0,900,900,900,0,0,0,0,12,12,0,12,4689,0,0,0,0,0,0,0,81,6,4992,4992,606,4993,4993,3,126,5236,5235,5237,309,5240,489,0,0,0,0,88,110,0,0,187,2,7
Shanghai,smart city,84.7,84.7,88.8,89,23741000,IMD Smart City Index 2020,3,81,IMD Smart City Index 2020,11/12/2020,311923,4,13,2,0,0,281,61,400,400,127,339,0,0,401,165,152,380,401,339,0,0,0,13,0,0,3,0,0,0,0,89,0,156,67,0,0,3814,3814,31174,0,0,0,5382,4,0,0,3287,3287,0,0,0,0,0,0,246,48,1926,1113,1115,1125,120,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,0,0,0,8,0,0,0,0,8,8,8,8,122,1245,4,0,95,95,154,118,118,97,121,3293,5758,405,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,26,458,3293,8,3494,0,0,1215,10,1312,136,1216,1144,1231,1412,1,12,16,12,25,5634,5658,5660,5660,5660,109,25,25,175,0,0,0,0,0,0,0,0,67,96,1579,0,0,3828,67,18,346,346,346,6345,1486,0,1454,5874,1072,5875,95,0,0,0,24077,25,5918,111,4118,0,0,0,0,0,4047,1237,1418,5790,5790,1980,4487,6314,20,20,20,20,20,20,20,171,6063,0,0,1225,0,0,0,0,0,0,11,1191,2,10,113,0,20,0,532,1876,1876,1876,267,155,4275,4945,0,6,130,0,0,32,0,0,1244,1244,1362,1391,1391,1391,2,32,4,0,1,1213,7,1401,0,0,0,18,0,128,0,475,1668,1193,11,11,15,0,167,167,167,0,0,0,0,30,30,5,32,5905,0,0,0,0,0,0,0,20,0,6236,6236,1641,6237,6237,11,104,6603,6603,6605,1273,6606,1508,0,0,0,0,22,33,0,0,253,8,1
Shenzhen,smart city,79.5,84,84.4,81.4,10749000,IMD Smart City Index 2020,4,67,IMD Smart City Index 2020,11/12/2020,403608,105,34,4,0,0,526,313,692,693,186,379,0,0,693,73,328,484,693,379,0,0,5,27,5,5,16,5,5,5,5,103,2,67,22,0,0,4672,4672,11671,2,0,0,10288,108,1,0,3455,3456,0,0,0,0,0,0,1048,511,1993,1636,1642,1659,173,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,0,0,0,2,0,0,0,0,2,2,2,2,173,562,4,0,29,29,49,41,41,30,164,3464,5510,690,22,0,0,0,0,0,0,0,4,4,4,4,4,4,4,256,64,483,4072,19,4321,0,0,1781,17,1898,162,1781,1682,92,92,2,19,50,19,11,10582,10629,10629,10628,10629,36,11,11,133,0,0,0,0,0,0,0,0,13,27,2617,0,0,4687,208,51,397,397,397,6193,2489,3,1163,11046,588,11047,39,0,0,0,8955,11,11135,262,5173,0,0,0,0,0,1061,93,93,10852,10852,2285,10054,11898,57,57,57,57,57,57,57,86,11243,0,0,1804,0,0,0,0,0,0,24,714,0,2,155,0,3,0,769,3149,3149,3149,505,244,5436,1403,0,5,21,0,0,11,0,0,793,792,1216,1318,1318,1318,1,6,1,0,2,82,2,94,0,0,0,8,0,21,0,592,2346,1754,0,0,1,0,81,81,81,0,0,0,0,4,4,0,5,11130,0,0,0,0,0,0,0,57,4,11670,11670,1487,11670,11672,26,36,12389,12390,12390,945,12389,1118,0,0,0,0,62,1,2,2,390,0,0
Singapore,smart city,65.6,71.3,72.5,71,5619000,IMD Smart City Index 2020,10,1,IMD Smart City Index 2020,11/12/2020,2039861,928,459,23,1,26,1250,530,1590,1590,554,1060,0,0,1589,3044,776,1412,1590,1061,0,0,19,360,19,19,119,19,19,19,19,318,26,3000,797,5,5,62884,62886,100000,26,0,0,19689,973,9,0,29481,29481,26,26,26,26,26,0,360,224,11581,10753,10767,10866,468,4,4,4,4,4,4,4,4,4,4,17,17,10,18,15,15,15,15,15,15,15,19,19,25,159,25,25,25,0,142,142,161,142,518,293,15,0,957,957,1108,1015,1015,892,4035,29514,49115,1585,41,0,0,0,0,0,0,0,14,14,14,14,14,14,14,1301,55,3396,40843,91,44421,0,0,11146,95,12350,1289,11142,10991,3865,4357,118,234,631,234,78,21243,21461,21464,21465,21467,969,78,78,1152,0,0,0,0,0,0,0,0,379,74,44261,0,0,63038,487,669,20946,20946,20947,73845,42670,21,4439,23129,1915,23131,206,0,0,0,89496,78,24170,2033,67731,1,1,1,1,1,18064,3879,4372,23555,23557,8124,19240,30754,839,839,839,839,839,839,841,6268,25069,26,26,11218,0,0,0,0,0,15,209,2683,98,196,1017,0,42,47,3318,50480,50480,50481,5940,3907,71719,1046,0,35,2005,0,5,643,1,1,3675,3675,5399,6061,6061,6061,88,519,2,1,67,3787,382,4725,1,0,1,101,9,1991,0,1538,12660,11122,17,17,9,5,6183,6183,6183,1,1,1,1,450,450,80,517,23993,5,1,1,1,1,1,1,837,51,27814,27815,8070,27820,27821,51,967,31141,31140,31141,3827,31141,6544,1,1,1,1,949,284,2,2,252,9,53
Sofia,smart city,57.6,71.6,48.6,55.4,1226000,IMD Smart City Index 2020,3,89,IMD Smart City Index 2020,11/12/2020,139837,217,60,4,0,0,74,42,81,81,34,39,3,3,81,117,63,46,81,39,0,3,0,56,0,0,10,0,0,0,0,35,0,116,100,3,3,5359,5359,2402,0,0,1,1262,223,0,0,3679,3678,0,0,0,0,0,0,69,23,804,488,489,494,20,1,1,1,1,1,1,1,0,0,0,0,0,0,5,3,3,3,3,3,3,3,0,0,0,7,0,0,0,0,7,7,7,7,21,91,0,0,106,106,127,107,107,105,593,3683,6406,81,0,4,1,4,1,4,1,1,0,0,0,0,0,0,0,127,4,72,4684,5,4736,4,4,520,5,560,44,520,507,220,221,11,36,65,36,2,1385,1393,1393,1393,1393,107,2,2,138,4,4,4,4,4,4,4,4,63,6,1927,4,4,5374,63,64,655,655,655,7132,1877,0,224,1488,94,1488,351,4,4,4,1708,2,1496,130,5579,4,4,1,4,4,1353,220,221,1414,1414,555,1296,1828,77,77,77,77,77,77,77,70,1526,0,0,525,4,4,4,4,4,0,148,146,2,9,25,0,4,1,169,3092,3092,3092,1145,1015,6590,350,0,1,113,0,3,27,4,1,223,223,361,378,378,378,22,19,0,4,0,120,7,226,4,0,0,48,0,116,0,69,595,526,15,15,0,3,69,69,69,4,4,4,4,17,17,1,19,1501,3,4,4,4,4,4,4,77,0,1721,1721,295,1721,1721,7,105,2037,2037,2037,263,2038,188,1,1,0,1,77,176,0,0,10,0,11
St. Petersburg,smart city,57.9,71.9,47.9,76.3,4993000,IMD Smart City Index 2020,4,73,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockholm,smart city,58.8,66.1,63.7,83.2,1486000,IMD Smart City Index 2020,8,16,IMD Smart City Index 2020,11/12/2020,326262,28,39,1,0,0,25,12,35,35,12,23,0,0,35,106,50,23,35,23,0,0,0,31,0,0,9,0,0,0,0,27,1,104,26,0,0,4450,4450,11733,1,0,0,9053,28,0,0,2426,2426,0,0,0,0,0,0,15,10,1079,954,952,957,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,97,1,0,42,42,52,46,46,38,390,2423,3701,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,27,2740,1,3239,0,0,975,1,1063,72,971,963,100,584,29,24,48,24,6,9201,9202,9203,9203,9203,44,6,6,57,0,0,0,0,0,0,0,0,25,0,3043,0,0,4455,30,56,1687,1687,1687,5905,2932,0,104,9298,29,9302,62,0,0,0,10477,6,9313,155,4761,0,0,0,0,0,1544,101,585,9275,9277,218,9232,9545,87,87,87,87,87,87,87,160,9359,0,0,992,0,0,0,0,0,0,15,40,0,0,27,0,6,0,235,3623,3623,3624,565,409,5173,81,0,1,314,0,0,17,0,0,155,155,208,255,255,255,28,12,0,0,8,572,7,586,0,0,0,103,0,315,0,84,1070,986,17,17,1,0,157,157,157,0,0,0,0,12,12,0,12,9022,0,0,0,0,0,0,0,87,2,9168,9168,208,9171,9171,1,43,9326,9329,9329,157,9329,138,0,0,0,0,89,69,0,0,1,0,9
Sydney,smart city,61.9,70.7,54,76.3,4505000,IMD Smart City Index 2020,8,18,IMD Smart City Index 2020,11/12/2020,1523139,96,293,19,0,17,773,240,1075,1075,318,835,0,0,1075,744,8693,1226,1075,835,0,0,13,238,13,13,76,13,13,13,13,54,24,737,166,0,0,34333,34335,40151,24,0,0,24768,101,4,0,15856,15856,17,17,17,17,17,0,75,48,6978,6369,6365,6391,280,2,2,2,2,2,2,2,2,2,2,4,4,4,4,15,15,15,15,15,15,15,4,4,5,45,12,5,5,0,45,45,49,45,340,153,2,0,195,195,217,209,209,189,2384,15879,27398,1073,57,0,0,0,0,0,0,0,8,8,8,8,8,8,8,855,16,3708,22870,68,25946,0,0,13670,26,13975,341,13672,13629,2807,2814,79,157,402,157,16,26230,26335,26338,26339,26341,203,16,16,227,0,0,0,0,0,0,0,0,224,16,24165,0,0,34421,174,410,10677,10677,10677,41286,23233,16,4124,28001,1481,28009,161,0,0,0,36667,16,29153,881,38058,2,2,2,2,2,2701,2818,2824,28971,28976,6413,24484,34133,521,521,521,521,521,521,521,2552,29548,17,17,13740,0,0,0,0,0,7,63,2131,57,61,1809,0,261,48,1189,27617,27618,27618,3354,2472,40571,359,0,8,345,0,0,490,2,2,2995,2995,4354,4673,4673,4672,91,387,1,2,49,2866,117,2924,2,0,2,72,102,345,0,398,13848,13452,14,14,8,0,2516,2516,2516,2,2,2,2,352,352,62,383,28739,0,2,2,2,2,2,2,512,27,31448,31453,7116,31457,31460,3,200,33998,33999,34006,2532,34009,6131,2,2,2,2,574,121,1,1,52,5,46
Taipei City,smart city,77.6,67.1,78.1,61.6,2666000,IMD Smart City Index 2020,8,8,IMD Smart City Index 2020,11/12/2020,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,5,5,1,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,8,7,8,8,0,0,9,9,9,3,9,7,0,0,0,0,0,0,0,0,0,0,0
Tel Aviv,"smart city,circular city",57.1,59.6,61.2,69,3608000,IMD Smart City Index 2020,6,50,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hague,smart city,55.3,65.8,57.8,74.4,854000,IMD Smart City Index 2020,7,28,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tianjin,smart city,89,88.6,89.4,81.9,11210000,IMD Smart City Index 2020,4,63,IMD Smart City Index 2020,11/12/2020,17472,0,2,0,0,0,8,4,16,16,3,12,0,0,16,20,4,14,16,12,0,0,0,2,0,0,0,0,0,0,0,19,0,20,10,0,0,145,145,1994,0,0,0,292,0,0,0,174,174,0,0,0,0,0,0,19,6,60,35,34,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139,2,0,13,13,23,17,17,15,17,177,264,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,126,0,134,0,0,47,1,53,11,46,40,37,37,0,2,2,2,4,318,320,320,320,320,17,4,4,34,0,0,0,0,0,0,0,0,0,6,95,0,0,148,8,2,15,15,15,288,83,0,50,338,27,339,6,0,0,0,1381,4,342,9,181,0,0,0,0,0,425,37,37,322,322,116,285,375,2,2,2,2,2,2,2,18,351,0,0,48,0,0,0,0,0,0,0,34,0,0,13,0,2,0,28,124,124,124,26,17,198,542,0,0,0,0,0,1,0,0,47,47,66,67,67,67,0,1,0,0,0,28,0,37,0,0,0,3,0,0,0,23,68,45,2,2,7,0,18,18,18,0,0,0,0,1,1,0,1,337,0,0,0,0,0,0,0,2,0,372,372,70,373,373,0,16,397,397,397,48,397,56,0,0,0,0,3,0,0,0,35,0,0
Tokyo,smart city,42,61.9,41.1,68.6,38001000,IMD Smart City Index 2020,4,79,IMD Smart City Index 2020,11/12/2020,2823100,85,841,75,0,0,2833,1158,3708,3708,1457,2550,0,0,3708,947,1254,3360,3710,2551,0,0,53,740,53,53,277,53,53,53,53,258,37,913,480,13,13,61072,61071,100000,37,0,0,35392,105,23,0,43354,43355,0,0,0,0,0,0,799,680,25503,21427,21397,21477,1000,4,4,4,4,4,4,4,1,1,1,5,5,13,28,70,70,70,70,70,70,70,18,18,22,68,22,22,22,0,47,47,65,47,1107,232,52,0,624,624,718,680,680,562,4325,43388,74127,3718,78,0,0,0,0,0,0,0,16,16,16,16,16,16,16,2952,51,7335,48305,117,64807,0,0,21655,49,21910,283,21627,21517,14484,14989,179,532,1104,532,71,39213,39566,39564,39562,39565,648,71,71,761,0,0,0,0,0,0,0,0,1807,180,33528,0,0,61205,995,1206,8039,8039,8039,98956,29363,41,9888,42940,4477,42946,206,0,0,0,100000,71,44844,4439,72726,0,0,0,0,0,1224,14520,15025,43277,43278,18012,33640,55255,1454,1454,1454,1454,1454,1454,1454,7086,46514,0,0,21749,0,0,0,0,0,13,133,6080,36,55,2904,0,2,31,4682,41461,41460,41460,7724,3277,76085,587,0,43,92,0,13,250,0,0,7913,7913,10985,11774,11774,11776,48,194,3,0,42,10403,52,14940,0,0,0,98,0,109,0,406,21978,21573,0,0,6,13,7008,7008,7008,0,0,0,0,137,137,61,193,44775,13,0,0,0,0,0,0,1442,43,50756,50760,16148,50766,50767,92,644,56196,56195,56193,8240,56195,12687,0,0,0,0,1591,491,1,1,159,7,49
