port,port_number,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Port 83,83,11/17/2020,293110,0,7,0,0,0,159,100,191,191,48,91,0,0,191,0,101,110,191,91,0,0,1,7,1,1,1,1,1,1,1,0,0,0,0,0,0,8120,8120,123,0,0,0,4606,0,0,0,7323,7323,0,0,0,0,0,0,302,135,4057,3082,3079,3116,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,2,2,2,46,639,1,0,0,0,0,0,0,0,1315,7329,11240,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,10,125,7484,72,7624,0,0,3254,37,3328,85,3255,3157,32,32,1,5,7,5,0,4756,4773,4773,4773,4773,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2980,0,0,8132,101,7,526,526,526,12000,2837,0,344,4912,155,4913,0,0,0,0,74,0,4943,119,8430,0,0,0,0,0,9679,32,32,4739,4739,1015,4495,5135,8,8,8,8,8,8,8,11,4985,0,0,3300,0,0,0,0,0,0,0,212,2,3,82,0,0,1,332,3530,3530,3530,507,388,8826,0,0,0,0,0,0,9,0,0,269,269,481,507,507,507,20,5,0,0,0,7,1,33,0,0,0,0,0,0,0,310,3594,3284,0,0,0,0,11,11,11,0,0,0,0,5,5,0,5,4988,0,0,0,0,0,0,0,8,0,5144,5144,487,5144,5144,5,0,5340,5341,5341,358,5341,348,0,0,0,0,8,0,0,0,0,0,0
Port 84,84,11/17/2020,256418,0,6,0,0,0,91,59,104,104,26,45,0,0,104,0,63,57,104,45,0,0,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,8289,8290,158,0,0,0,2877,0,0,0,5887,5887,0,0,0,0,0,0,182,89,5663,4888,4889,4903,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,24,309,1,0,0,0,0,0,0,0,981,5892,11082,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6,57,7907,33,7972,0,0,4987,13,5039,44,4989,4942,30,31,1,5,8,5,0,3172,3181,3181,3181,3181,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1977,0,0,8305,69,7,333,333,333,11534,1892,0,280,3360,69,3360,0,0,0,0,131,0,3371,54,8474,0,0,0,0,0,5384,30,31,3239,3240,811,3137,3467,9,9,9,9,9,9,9,2,3391,0,0,5023,0,0,0,0,0,0,0,295,2,4,48,0,0,2,128,2264,2264,2264,262,208,8693,0,0,0,0,0,0,9,0,0,149,149,249,261,261,261,19,9,0,0,0,8,1,32,0,0,0,2,0,0,0,120,5146,5026,0,0,0,0,2,2,2,0,0,0,0,7,7,2,7,3391,0,0,0,0,0,0,0,9,0,3485,3485,256,3485,3485,3,0,3802,3802,3802,208,3804,174,0,0,0,0,9,0,0,0,0,0,0
Port 85,85,11/17/2020,69347,0,2,0,0,0,18,14,20,20,5,6,0,0,20,0,12,7,20,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,1880,155,0,0,0,1454,0,0,0,2154,2154,0,0,0,0,0,0,35,12,333,142,141,142,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,4,107,0,0,0,0,0,0,0,0,378,2161,2465,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,7,1766,6,1784,0,0,158,1,168,13,158,145,8,8,0,1,2,1,0,1478,1482,1482,1482,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,746,0,0,1888,11,3,100,100,100,2599,719,0,39,1500,14,1501,3,0,0,0,125,0,1508,20,1966,0,0,0,0,0,1391,8,8,1495,1495,140,1473,1554,3,3,3,3,3,3,3,1,1519,0,0,162,0,0,0,0,0,0,0,26,2,3,29,0,0,1,38,831,831,831,76,57,2027,0,0,0,0,0,0,4,0,0,39,39,60,64,64,64,7,4,0,0,3,2,0,8,0,0,0,1,0,0,0,32,190,158,0,0,0,0,2,2,2,0,0,0,0,4,4,1,4,1519,0,0,0,0,0,0,0,3,0,1547,1547,53,1547,1547,0,0,1585,1585,1585,45,1585,34,0,0,0,0,3,0,0,0,0,0,0
Port 86,86,11/17/2020,10641,0,0,0,0,0,8,6,9,9,2,3,0,0,9,0,1,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,17,9,95,68,68,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,78,2,81,5,78,74,0,0,0,0,0,0,0,369,369,369,369,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18,379,4,379,0,0,0,0,160,0,381,0,0,0,0,0,0,0,0,0,0,374,374,60,363,401,0,0,0,0,0,0,0,2,387,0,0,80,0,0,0,0,0,0,0,8,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,23,32,35,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,95,79,0,0,0,0,2,2,2,0,0,0,0,1,1,0,1,384,0,0,0,0,0,0,0,0,0,395,395,31,395,395,1,0,412,412,412,27,412,21,0,0,0,0,0,0,0,0,0,0,0
Port 88,88,11/17/2020,746943,0,12,3,0,0,356,209,427,427,151,218,0,0,427,0,2691,246,428,219,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,15631,15631,1876,0,0,0,16595,0,0,0,17278,17278,0,0,0,0,0,0,1248,319,4119,1992,1990,2033,113,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,8,8,120,3093,0,0,0,0,0,0,0,0,2305,17298,20961,430,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,34,268,14332,35,14681,0,0,2419,43,2547,133,2419,2078,75,75,0,11,17,11,0,16827,16852,16852,16852,16852,0,0,0,0,0,0,0,0,0,0,0,0,8,15,7482,0,0,15673,151,14,1039,1039,1039,22439,7212,0,753,17222,329,17224,4,0,0,0,1703,0,17280,245,16436,0,0,0,0,0,37886,75,75,17014,17015,2261,16598,17764,17,17,17,17,17,17,17,7,17336,0,0,2485,0,0,0,0,0,1,0,404,1,9,307,0,0,0,1004,8355,8356,8356,807,561,17014,0,0,0,0,0,0,21,0,0,494,494,955,1001,1001,1001,44,16,0,0,1,49,4,79,0,0,0,2,0,0,0,904,3415,2511,0,0,0,0,7,7,7,0,0,0,0,15,15,3,16,17343,0,0,0,0,0,0,0,17,0,17695,17695,875,17695,17695,10,0,18106,18107,18108,632,18110,616,0,0,0,0,17,0,0,0,0,0,0
Port 98,98,11/17/2020,9655,0,0,0,0,0,5,4,5,5,1,1,0,0,5,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,9,4,57,24,24,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,33,4,35,5,33,30,0,0,0,0,0,0,0,184,185,185,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,195,0,0,0,0,0,0,0,198,380,3,380,0,0,0,0,53,0,382,0,0,0,0,0,0,0,0,0,0,186,186,213,182,388,0,0,0,0,0,0,0,2,382,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,205,206,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,31,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,391,391,206,391,391,0,0,401,401,401,204,401,9,0,0,0,0,0,0,0,0,0,0,0
Port 102,102,11/17/2020,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 113,113,11/17/2020,26297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,1606,67,0,0,0,0,0,0,10,1635,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,554,1636,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544,1,1549,0,0,0,0,0,0,0,0,331,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,669,0,0,1610,0,0,60,60,60,1743,661,0,0,0,0,0,0,0,0,0,54,0,0,10,1634,0,0,0,0,0,0,337,337,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,707,707,707,37,27,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 119,119,11/17/2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 143,143,11/17/2020,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 222,222,11/17/2020,13318,0,0,0,0,0,2,2,2,2,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6702,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,7,4,20,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,16,1,14,14,0,0,0,0,0,0,0,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,33,57,0,0,0,4616,0,33,0,0,0,0,0,0,0,0,0,0,32,32,11,31,34,0,0,0,0,0,0,0,236,33,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,18,16,0,0,0,0,237,238,238,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,34,34,1,34,34,0,0,36,36,36,1,36,1,0,0,0,0,0,0,0,0,0,0,0
Port 225,225,11/17/2020,4622,0,0,0,0,0,2,2,2,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,4,2,19,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,10,2,9,7,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,121,0,121,0,0,0,0,618,0,122,0,0,0,0,0,0,0,0,0,0,121,121,8,121,125,0,0,0,0,0,0,0,13,122,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,13,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,122,122,1,122,122,0,0,127,127,127,3,127,1,0,0,0,0,0,0,0,0,0,0,0
Port 443,443,11/17/2020,53252949,5,19786,943,0,91,41664,21059,59060,59061,16881,38001,11,11,59064,0,33745,46168,59063,38002,3,13,620,16672,620,620,4158,620,620,620,620,0,787,0,0,0,0,1655810,1655841,5742,788,3,9,868575,5,256,0,1142592,1142601,91,91,91,91,91,0,40,26,693,583,576,587,13118,140,140,140,140,140,140,140,57,57,57,122,122,144,821,747,747,747,747,747,747,747,212,212,270,3393,348,309,309,0,3409,3409,3621,3408,14675,6281,592,0,0,0,0,0,0,0,173582,1143147,1793110,59089,1375,9,5,9,5,7,5,3,343,343,343,343,343,343,343,56659,2157,82642,1233813,2484,1287882,7,8,602,10,3910,3319,602,584,9353,9714,4580,12158,26204,12159,0,906816,911748,911751,911764,911774,0,0,0,0,12,12,12,12,12,12,12,12,568,1873,948758,11,11,1657542,19761,27206,397312,397311,397313,2251425,914085,839,134903,962948,58527,962958,60,13,13,13,3600,0,980123,49975,1760072,16,14,12,14,14,755533,9372,9734,948552,948557,238045,840594,1120672,33849,33852,33852,33857,33857,33859,33861,297,1000059,90,90,605,13,13,13,13,13,344,5,78584,2008,5270,20914,6,4,1020,53289,1156961,1156986,1156993,203052,153236,1913770,0,0,0,0,0,0,24146,16,12,92626,92626,131858,148430,148428,148426,12647,18860,462,14,1498,7891,398,10113,16,1,8,1,32,0,0,3330,3920,592,5464,5465,441,0,298,298,299,13,13,13,13,17036,17036,1597,18547,990393,0,13,13,14,15,14,14,33849,1316,1083071,1083081,215674,1083117,1083138,2761,0,1245037,1245055,1245088,105006,1245123,171414,12,12,4,12,37002,0,4,4,0,357,0
Port 444,444,11/17/2020,62570,0,42,6,0,0,83,40,88,88,48,48,0,0,89,0,16,61,89,49,0,0,2,39,2,2,17,2,2,2,2,0,1,0,0,0,0,0,0,1172,1,0,0,2109,0,1,0,0,0,0,0,0,0,0,0,2,2,17,12,12,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,6,6,6,0,0,0,4,0,0,0,0,4,4,4,4,40,0,2,0,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,63,0,63,0,0,0,0,0,14,0,212,198,14,12,0,0,11,27,63,27,0,2176,2184,2184,2183,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,53,65,0,0,0,0,0,1,179,2248,77,2249,3,0,0,0,586,0,2260,0,0,0,0,0,0,0,0,0,0,2131,2132,436,2024,2390,77,77,77,77,77,77,77,29,2292,0,0,12,0,0,0,0,0,0,0,100,0,4,0,0,2,0,195,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,125,125,188,205,205,205,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,197,208,11,54,54,0,0,29,29,29,0,0,0,0,8,8,0,8,2280,0,0,0,0,0,0,0,77,2,2431,2431,302,2431,2430,3,0,2992,2991,2991,177,2991,222,0,0,0,0,86,0,0,0,0,0,0
Port 445,445,11/17/2020,127973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117164,0,0,0,0,10647
Port 465,465,11/17/2020,279158,26552,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19962,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,101714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
