city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Lima,10719188,World Population Review,10/27/2020,95206,0,22,0,0,1,87,61,92,92,22,31,1,1,92,94,24,35,92,31,0,2,2,20,2,2,5,2,2,2,2,146,1,89,48,1,1,2614,2614,1236,1,0,0,1214,0,0,0,1884,1884,1,1,1,1,1,0,318,75,959,791,790,804,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,14,1,1,1,0,14,14,15,14,16,167,0,0,61,61,178,67,67,55,211,1888,3279,92,0,2,1,2,1,2,1,1,0,0,0,0,0,0,0,151,2,60,2179,20,2208,1,1,1054,14,1127,92,1054,1004,263,264,5,10,25,10,6,1311,1321,"1,320",1320,1320,62,6,6,196,1,1,1,1,1,1,1,1,7,3,1278,1,1,"2,621",36,25,411,411,411,"3,750","1,099",0,142,"1,368",61,"1,368",17,1,1,1,897,6,"1,382",133,"2,925",1,1,0,1,1,339,266,267,"1,336","1,336",428,1234,1554,29,29,30,30,30,30,30,8,1415,1,1,1057,1,1,1,1,1,0,4,86,5,15,65,0,3,4,209,1593,1593,1593,280,143,3058,310,0,4,4,0,1,28,1,0,139,139,182,202,202,202,5,27,3,1,3,237,1,269,1,0,0,6,0,4,0,131,1391,1260,2,2,0,1,8,8,8,1,1,1,1,27,27,3,27,1399,1,1,1,1,1,1,1,29,2,1489,1489,225,1489,1489,2,62,1683,1683,1684,166,1684,158,0,0,0,0,32,115,0,0,13,3,9
Lisbon,2956879,World Population Review,10/27/2020,79183,4,23,0,0,0,23,14,25,25,16,11,3,3,25,28,54,13,25,11,0,3,0,19,0,0,4,0,0,0,0,19,1,28,12,2,2,2458,2459,1512,1,0,0,835,6,0,0,1563,1563,0,0,0,0,0,0,34,26,443,277,277,278,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,9,9,9,140,0,0,18,18,25,19,19,18,254,1562,2396,25,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,78,0,33,1465,1,1489,2,2,295,1,318,26,295,281,608,608,2,12,27,12,4,874,888,888,887,887,19,4,4,32,3,3,3,3,3,3,3,3,578,0,1671,2,2,2489,46,25,"1,000","1,000","1,000","3,440","1,616",0,166,"1,004",20,"1,005",3,3,3,3,904,4,"1,015",53,"2,672",3,2,0,2,2,"1,250",608,608,959,959,339,903,"1,152",30,30,30,30,30,30,30,71,1029,0,0,294,3,3,3,3,3,0,35,38,0,10,88,0,14,0,89,2009,2010,2010,290,236,2924,101,0,2,109,0,2,34,3,0,72,72,123,140,140,140,13,28,0,2,3,553,3,560,3,0,0,27,0,110,0,47,345,298,2,2,0,2,71,71,71,2,2,2,2,28,28,0,28,1026,2,2,2,2,3,2,2,29,0,1137,1137,177,1139,1139,9,19,1284,1284,1284,115,1285,112,0,0,0,0,30,75,0,0,6,0,2
Matsudo,476717,population.city,10/27/2020,41680,0,29,0,0,0,1,1,1,1,2,0,0,0,1,3,3,0,1,0,0,0,0,26,0,0,0,0,0,0,0,7,0,3,1,0,0,1191,1191,88,0,0,0,679,0,0,0,319,319,0,0,0,0,0,0,2,2,606,483,483,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,6,2,2,1,7,318,1479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,1186,1,1188,0,0,487,0,487,0,487,486,247,247,0,19,32,19,0,679,679,679,679,679,2,0,0,8,0,0,0,0,0,0,0,0,0,0,36,0,0,"1,192",0,30,7,7,7,"1,491",32,0,23,704,0,704,2,0,0,0,29,0,704,9,"1,214",0,0,0,0,0,230,249,249,701,701,262,701,926,32,32,32,32,32,32,32,3,925,0,0,487,0,0,0,0,0,0,0,2,0,0,8,0,0,0,8,47,47,47,10,2,1211,4,0,0,0,0,0,0,0,0,228,228,228,228,228,228,1,0,0,0,0,242,0,244,0,0,0,1,0,0,0,0,487,487,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,32,0,926,926,226,926,926,0,2,928,928,928,226,928,2,0,0,0,0,32,93,0,0,4,0,1
Miami,486388,World Population Review,10/27/2020,1046658,151,59,2,0,0,94,52,100,100,38,48,0,0,100,127,164,75,100,48,0,0,3,49,3,3,11,3,3,3,3,35,2,125,65,0,0,9628,9627,11438,2,0,0,24475,159,0,0,4962,4962,0,0,0,0,0,0,12,8,1779,1534,1533,1537,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,9,0,0,0,0,9,9,9,9,36,620,1,0,74,74,86,79,79,72,456,4965,10598,101,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,277,3,118,7347,3,7467,0,0,1566,5,1636,73,1569,1551,56985,"57,827",10,20,87,20,4,24638,24645,"24,646",24646,24648,76,4,4,100,0,0,0,0,0,0,0,0,58,0,3857,0,0,"9,631",149,90,"2,193","2,193","2,193","12,919","3,756",1,487,"24,899",229,"24,899",133,0,0,0,"7,978",4,"24,921",160,"9,944",0,0,0,0,0,"1,530","57,042","57,888","24,278","24,279",767,23982,24775,102,102,102,102,102,102,102,132,24740,0,0,1547,0,0,0,0,0,1,30,246,3,8,40,0,44,3,225,4487,4487,4487,617,458,10341,211,0,3,224,0,0,38,0,0,289,289,452,474,474,474,54,27,1,0,3,4187,263,57956,0,0,0,198,0,232,0,89,1625,1537,25,25,0,0,131,131,131,0,0,0,0,24,24,2,26,24743,0,0,0,0,0,0,0,102,3,25003,25005,595,25004,25004,1,74,25524,25523,25526,429,25527,390,0,0,0,0,111,66,0,0,18,0,4
Mississauga,801877,population.city,10/27/2020,20523,0,7,1,0,0,6,2,7,7,3,5,0,0,7,8,6,5,7,5,0,0,0,6,0,0,1,0,0,0,0,4,0,8,4,0,0,364,364,199,0,0,0,357,0,0,0,956,956,0,0,0,0,0,0,2,2,90,51,51,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,3,33,0,0,5,5,6,5,5,4,26,959,1104,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,244,0,248,0,0,61,1,85,29,61,55,1,1,1,6,8,6,0,366,366,366,366,366,5,0,0,8,0,0,0,0,0,0,0,0,0,1,237,0,0,362,1,7,109,109,109,"1,213",226,0,20,377,7,377,0,0,0,0,112,0,378,13,410,0,0,0,0,0,452,1,1,373,373,43,365,394,9,9,9,9,9,9,9,20,371,0,0,62,0,0,0,0,0,0,2,11,0,1,21,0,6,0,35,301,301,301,64,50,459,24,0,0,3,0,0,4,0,0,7,7,11,13,13,13,6,4,0,0,0,0,0,1,0,0,0,3,0,3,0,29,86,57,21,21,0,0,19,19,19,0,0,0,0,3,3,1,4,372,0,0,0,0,0,0,0,9,0,386,386,15,386,386,0,5,402,402,402,5,401,12,0,0,0,0,9,8,0,0,1,0,0
Munich,1538302,World Population Review,10/27/2020,220602,158,34,3,0,0,76,35,81,81,39,46,0,0,81,200,79,53,81,46,0,0,2,30,2,2,11,2,2,2,2,56,1,187,93,0,0,9784,9785,4214,1,0,0,1009,166,0,0,7138,7139,0,0,0,0,0,0,67,46,1138,820,817,841,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,4,0,0,0,0,5,5,5,5,31,70,2,0,116,116,137,132,132,102,1879,7135,9936,80,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,91,0,74,7314,15,7405,0,0,894,20,981,105,890,851,81,85,5,20,42,20,7,1093,1102,"1,102",1102,1103,119,7,7,151,0,0,0,0,0,0,0,0,17,0,6168,0,0,"9,808",117,50,"2,379","2,379","2,379","12,482","6,037",0,274,"1,267",71,"1,267",28,0,0,0,"3,296",7,"1,279",207,"10,226",0,0,0,0,0,884,82,86,"1,136","1,136",495,1032,1546,52,52,52,53,53,53,53,169,1301,0,0,896,0,0,0,0,0,1,95,115,0,8,87,0,62,0,290,8378,8380,8380,2264,2058,12212,109,0,5,146,0,0,36,0,0,159,159,293,319,319,319,101,28,1,0,0,76,8,93,0,0,0,207,0,147,0,127,1003,876,0,0,0,0,170,170,170,0,0,0,0,26,26,0,27,1282,0,0,0,0,0,0,0,53,1,1468,1468,338,1468,1468,7,118,1729,1729,1729,274,1729,179,0,0,0,0,57,38,0,0,35,0,12
Mykolayiv,484659,World Population Review,10/27/2020,5385,4,0,0,0,0,3,3,3,3,2,0,1,1,3,11,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,11,8,0,0,200,200,42,0,0,1,35,4,0,0,195,195,0,0,0,0,0,0,0,0,23,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,27,195,324,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,174,1,177,1,1,11,0,12,1,11,11,1,1,0,0,0,0,0,39,39,39,39,39,11,0,0,11,1,1,1,1,1,1,1,1,0,0,83,1,1,199,1,0,25,25,25,351,81,0,2,39,1,39,0,1,1,1,32,0,39,5,224,1,1,1,1,1,138,1,1,37,37,15,36,43,0,0,0,0,0,0,0,9,38,0,0,10,1,1,1,1,1,0,1,4,0,0,4,1,0,0,6,113,113,113,17,12,235,24,0,0,0,0,0,0,1,1,2,2,4,4,4,4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,11,10,0,0,0,0,9,9,9,1,1,1,1,0,0,0,0,37,0,1,1,1,1,1,1,0,0,41,41,5,41,41,0,11,158,158,158,3,158,2,1,1,0,1,0,8,0,0,0,0,1
Nagoya,9552132,World Population Review,10/27/2020,58232,0,7,1,0,0,18,7,20,20,8,13,0,0,20,76,17,15,20,13,0,0,0,7,0,0,2,0,0,0,0,59,0,49,4,1,1,1721,1721,990,0,0,0,616,0,0,0,1398,1398,0,0,0,0,0,0,21,16,1077,639,639,640,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,62,1,0,43,43,94,76,76,47,78,1400,2884,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,113,0,14,1645,0,1669,0,0,654,1,669,8,655,644,629,631,2,5,8,5,42,644,644,644,644,644,49,42,42,106,0,0,0,0,0,0,0,0,0,0,251,0,0,"1,725",2,9,56,56,56,"2,984",243,0,100,726,18,727,3,0,0,0,688,42,729,53,"1,812",0,0,0,0,0,"1,651",632,633,633,633,191,612,685,12,12,12,12,12,12,12,30,734,0,0,662,0,0,0,0,0,0,2,35,0,0,11,0,0,0,66,359,359,359,99,47,1852,19,0,0,0,0,1,0,0,0,28,28,32,32,32,32,1,0,3,0,0,574,0,631,0,0,0,0,0,0,0,19,686,667,0,0,0,1,29,29,29,0,0,0,0,0,0,0,0,735,1,0,0,0,0,0,0,11,0,775,775,36,774,775,0,49,792,792,792,27,793,34,0,0,0,0,13,561,0,0,9,0,8
Novosibirsk,1663748,World Population Review,10/27/2020,64086,34,14,1,0,0,9,7,67,67,2,60,0,0,67,35,9,62,67,60,0,0,0,13,0,0,2,0,0,0,0,21,0,35,15,2,2,1145,1145,2773,0,0,0,1243,36,1,0,1769,1769,0,0,0,0,0,0,17,9,820,114,113,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,8,0,0,0,0,8,8,8,8,1,22,0,0,27,27,36,27,27,17,151,1770,2231,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,30,70,942,2,962,0,0,127,1,137,8,126,114,34,34,0,9,16,9,4,1255,1258,"1,258",1258,1258,28,4,4,38,1,1,1,1,1,1,1,1,9,1,571,1,1,"1,148",7,16,195,195,195,"2,450",556,0,106,"1,285",73,"1,286",5,1,1,1,"2,462",4,"1,289",29,"1,216",1,1,1,1,1,608,34,34,"1,272","1,272",152,1180,1362,15,15,15,15,15,15,15,39,1307,0,0,128,1,1,1,1,1,0,78,79,2,12,20,1,1,0,45,685,685,685,109,80,1289,302,0,1,15,0,2,28,1,1,96,96,110,118,118,118,2,19,0,1,2,33,2,36,1,0,1,17,0,15,0,20,149,129,0,0,0,2,40,40,40,1,1,1,1,19,19,0,19,1292,2,1,1,1,1,1,1,15,0,1335,1335,128,1335,1335,1,28,1396,1396,1396,99,1397,124,1,1,0,0,16,186,0,0,11,0,28
Nuremberg,545454,population.city,10/27/2020,647972,879,79,2,0,1,109,51,130,130,31,79,0,0,130,1531,152,99,131,80,0,0,3,58,3,3,15,3,3,3,3,99,4,1526,798,4,4,29613,29615,21747,4,0,0,1697,900,0,0,12597,12597,1,1,1,1,1,0,62,31,4063,3648,3641,3684,25,1,1,1,1,1,1,1,0,0,0,1,1,3,3,1,1,1,1,1,1,1,3,3,3,17,4,4,4,0,17,17,20,17,26,43,5,0,862,862,883,882,882,847,4282,12587,21652,131,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,3,211,18677,14,18852,0,0,3758,42,4246,516,3758,3708,396,400,28,43,107,43,32,1922,1936,"1,936",1936,1937,879,32,32,908,0,0,0,0,0,0,0,0,85,17,20131,0,0,"29,657",186,113,"10,816","10,816","10,816","32,700","19,602",9,515,"2,158",152,"2,158",33,0,0,0,"19,806",32,"2,203","1,095","31,413",0,0,0,0,0,398,395,399,"1,995","1,995",944,1686,3622,156,156,156,156,156,156,156,190,2374,1,1,3784,0,0,0,0,0,2,57,291,12,29,89,0,38,6,1580,27789,27789,27790,7675,6582,37891,68,0,25,679,0,4,96,0,0,558,558,871,966,966,966,85,67,0,0,14,379,38,436,0,0,0,794,0,679,0,594,4346,3752,2,2,0,4,191,191,191,0,0,0,0,65,65,6,66,2271,4,0,0,0,0,0,0,154,8,3330,3329,1472,3329,3329,27,878,4547,4548,4548,715,4548,1119,0,0,0,0,178,42,0,0,159,0,15
Oklahoma City,655407,World Population Review,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omsk,1182339,World Population Review,10/27/2020,18729,5,1,0,1,0,5,2,5,5,3,3,0,0,5,30,10,6,5,3,0,0,0,1,0,0,0,0,0,0,0,11,0,30,28,0,0,354,354,217,0,0,0,343,5,0,0,639,639,0,0,0,0,0,0,1,1,61,29,29,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,6,3,29,0,0,28,28,38,28,28,28,97,640,739,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,3,306,1,313,0,0,33,0,38,2,33,30,10,10,0,1,2,1,0,346,346,346,346,346,28,0,0,39,0,0,0,0,0,0,0,0,4,0,211,0,0,353,4,2,36,36,36,785,208,0,31,370,7,370,0,0,0,0,158,0,371,11,374,0,0,0,0,0,237,11,11,366,366,43,353,387,2,2,2,2,2,2,2,7,371,0,0,34,0,0,0,0,0,0,5,8,0,7,6,0,0,0,17,277,277,277,65,53,424,115,0,0,2,0,0,15,0,0,21,21,25,26,26,26,0,8,0,0,1,11,2,12,0,0,0,7,0,2,0,6,42,36,0,0,0,0,7,7,7,0,0,0,0,8,8,0,8,368,0,0,0,0,0,0,0,2,0,380,380,24,381,381,1,28,394,394,394,22,394,16,0,0,0,0,2,285,0,0,0,0,51
Orlando,1964000,MacroTrends,10/27/2020,51174,24,17,0,0,0,14,8,14,14,7,6,0,0,14,32,28,6,14,6,0,0,1,16,1,1,2,1,1,1,1,16,0,31,27,0,0,972,972,918,0,0,0,849,24,0,0,1688,1689,0,0,0,0,0,0,6,3,332,118,116,119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,7,6,107,0,0,30,30,39,31,31,29,88,1696,2125,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,9,814,0,908,0,0,125,3,133,10,125,121,250,250,6,16,18,16,0,868,870,870,870,870,30,0,0,44,0,0,0,0,0,0,0,0,1,0,591,0,0,985,15,20,155,155,155,"2,381",528,1,45,905,7,905,5,0,0,0,541,0,909,39,"1,091",0,0,0,0,0,784,250,250,883,883,94,872,942,27,27,27,27,27,27,27,39,916,0,0,131,0,0,0,0,0,0,47,10,0,7,5,0,23,0,53,720,720,720,123,83,1185,57,0,0,590,0,0,18,0,0,10,10,31,31,31,31,11,12,0,0,2,247,1,249,0,0,0,9,0,592,0,18,145,127,6,6,0,0,39,39,39,0,0,0,0,13,13,0,13,912,0,0,0,0,0,0,0,27,0,944,944,55,944,945,0,31,1214,1214,1214,28,1214,31,0,0,0,0,27,20,0,0,10,0,5
Panama City,1860291,World Population Review,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm,1071419,World Population Review,10/27/2020,14563,7,0,0,0,0,9,5,11,11,5,6,0,0,11,15,3,8,11,6,0,0,0,0,0,0,0,0,0,0,0,4,0,15,3,0,0,396,396,284,0,0,0,158,7,0,0,356,356,0,0,0,0,0,0,2,0,81,56,56,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,4,4,6,4,4,3,64,358,478,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,11,288,0,302,0,0,63,1,65,2,63,59,115,116,1,0,0,0,0,166,182,182,182,182,4,0,0,7,0,0,0,0,0,0,0,0,0,0,249,0,0,398,2,0,96,96,96,589,241,0,40,193,11,193,3,0,0,0,190,0,193,13,425,0,0,0,0,0,292,119,119,187,187,58,157,221,1,1,1,1,1,1,1,15,193,0,0,62,0,0,0,0,0,0,15,14,0,0,6,0,2,0,14,325,325,325,73,60,485,142,0,0,2,0,0,5,0,0,39,39,41,44,44,44,0,3,0,0,0,130,2,132,0,0,0,2,1,2,0,2,63,61,0,0,0,0,15,15,15,0,0,0,0,3,3,0,3,195,0,0,0,0,0,0,0,1,0,202,202,35,202,202,1,4,231,231,231,39,231,44,0,0,0,0,1,45,0,0,1,0,4
