country_code,country,population_2020,population_source,gini_value,gini_year,gini_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
AT,Austria,8996022,Worldometers,29.7,2017,Index Mundi,10/25/2020,694390,118,87,3,3,3,278,149,304,304,147,154,0,0,304,196,143,186,304,154,0,0,3,77,3,3,17,3,3,3,3,122,2,174,119,2,2,26276,26276,10932,2,0,0,5930,122,0,0,21021,20839,3,3,3,3,3,0,112,84,2639,1733,1710,1754,102,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,3,3,3,1,1,1,13,1,1,1,0,14,14,15,14,109,606,2,0,136,136,182,159,159,128,6491,20887,28549,306,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,3,238,21182,18,21504,0,0,1847,25,2379,565,1829,1766,4758,5010,15,64,104,64,7,6110,6119,6120,6120,6122,137,7,7,237,0,0,0,0,0,0,0,0,27,6,16177,0,0,26270,167,110,4806,4805,4805,33913,15798,5,980,6780,259,6783,49,0,0,0,8195,7,6842,555,27292,0,0,0,0,0,7034,4733,4983,6304,6305,1926,5935,7190,132,132,132,132,132,132,132,261,6889,3,3,1857,0,0,0,0,0,1,116,386,4,25,241,0,202,2,1075,21348,21350,21351,5201,4646,31987,464,0,7,35,0,2,85,0,0,396,396,606,650,650,650,291,60,3,0,1,5000,48,5065,0,0,0,342,26,35,0,611,2457,1846,53,53,0,2,264,264,264,0,0,0,0,51,51,8,59,6880,2,0,0,0,0,0,0,134,5,7410,7411,817,7413,7413,6,136,8400,8399,8399,555,8401,523,0,0,0,0,146,215,1,1,48,3,14
AU,Australia,25439164,Worldometers,34.4,2014,Index Mundi,10/25/2020,2439386,255,662,30,3,13,1587,758,1916,1917,653,1159,2,2,1917,1102,9556,1605,1918,1159,0,2,21,579,21,22,138,22,22,22,22,225,28,1085,328,4,4,61069,61072,71837,28,0,0,35686,293,4,0,35330,35106,13,13,13,13,13,0,355,256,14371,10753,10724,10808,511,2,2,2,2,2,2,2,3,3,3,4,4,6,4,25,25,25,25,25,25,25,7,7,10,101,16,10,10,0,101,101,108,101,589,1603,9,0,418,418,526,474,474,422,5484,35205,59141,1905,61,2,0,2,0,2,0,0,7,7,7,7,7,7,7,2416,23,4221,43705,106,47228,2,2,18360,73,19214,944,18353,18226,3447,3459,117,395,905,397,53,36599,36731,36739,36740,36745,452,53,53,578,2,2,2,2,2,2,2,2,298,28,37930,2,2,61025,402,916,16027,16031,16033,79159,36056,24,7059,39861,2943,39885,602,2,2,2,58329,53,41138,1638,66179,3,3,1,3,3,13312,3443,3454,39698,39707,11388,33583,47234,1098,1097,1098,1098,1098,1098,1098,2977,40875,13,13,18191,2,2,2,2,2,10,749,3868,75,142,2086,0,1919,56,2511,46288,46296,46295,8392,6754,73114,1182,0,24,5261,0,4,742,3,1,4605,4605,6267,6641,6642,6642,254,571,4,3,71,3256,144,3620,3,0,1,264,110,5323,0,1086,19365,18282,59,59,15,4,3024,3024,3026,2,2,2,2,526,526,79,565,41053,4,2,2,2,2,2,2,1100,34,45648,45653,10224,45661,45663,21,449,52589,52594,52598,4299,52617,8842,1,1,1,1,1183,519,2,2,123,9,275
AW,Aruba,106675,Worldometers,0,N/A,N/A,10/25/2020,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,100,0,0,0,5,0,0,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,19,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,0,5,5,5,35,5,0,2,7,0,7,0,0,0,0,84,0,7,0,25,0,0,0,0,0,77,2,2,7,7,4,7,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,8,2,2,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,19,9,19,19,0,0,21,21,21,0,21,9,0,0,0,0,0,5,0,0,0,0,0
AX,Aland Islands,29013,worlddata.info,0,N/A,N/A,10/25/2020,2549,0,0,0,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,101,26,0,0,0,26,0,0,0,59,59,0,0,0,0,0,0,0,0,16,12,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,59,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,78,0,81,0,0,13,0,14,1,13,12,0,0,0,0,0,0,0,27,27,27,27,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0,102,2,0,23,23,23,117,59,0,6,29,3,29,0,0,0,0,13,0,30,2,105,0,0,0,0,0,25,0,0,26,26,8,23,37,0,0,0,0,0,0,0,0,32,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,71,71,71,10,8,113,2,0,0,0,0,0,4,0,0,3,3,8,9,9,9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,31,0,0,0,0,0,0,0,0,0,35,35,9,35,35,0,0,36,36,36,6,36,4,0,0,0,0,0,2,0,0,0,0,0
AZ,Azerbaijan,10120555,Worldometers,26.6,2005,Index Mundi,10/25/2020,25491,4,0,0,0,0,10,1,14,14,8,13,0,0,14,25,6,19,14,13,0,0,0,0,0,0,0,0,0,0,0,19,0,24,9,0,0,1060,1060,606,0,0,0,175,4,0,0,345,338,0,0,0,0,0,0,7,7,150,88,87,88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7,18,0,0,17,17,23,18,18,15,39,341,862,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,657,0,662,0,0,90,1,104,14,91,89,357,357,0,0,0,0,4,186,187,187,187,187,17,4,4,29,0,0,0,0,0,0,0,0,342,0,513,0,0,1055,4,0,393,393,393,1263,502,0,39,201,20,201,1,0,0,0,454,4,204,28,1084,0,0,0,0,0,648,348,348,193,193,70,163,239,0,0,0,0,0,0,0,2,212,0,0,90,0,0,0,0,0,0,12,27,0,1,4,0,1,0,37,600,600,600,90,62,1148,122,0,2,6,0,0,2,0,0,27,27,37,48,48,48,0,1,0,0,0,348,0,350,0,0,0,4,0,6,0,14,103,89,0,0,0,0,2,2,2,0,0,0,0,1,1,0,1,203,0,0,0,0,0,0,0,0,1,222,222,54,222,222,0,17,264,264,264,31,264,38,0,0,0,0,1,47,0,0,0,0,18
BA,Bosnia and Herzegovina,3284806,Worldometers,33,2011,Index Mundi,10/25/2020,30716,3,4,2,0,0,14,3,14,14,14,11,0,0,14,54,24,15,14,11,0,0,0,4,0,0,2,0,0,0,0,19,0,51,24,0,0,923,924,623,0,0,0,371,3,0,0,572,566,0,0,0,0,0,0,14,12,181,141,141,141,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0,36,36,44,41,41,37,46,568,1126,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,18,786,2,793,0,0,145,0,178,29,145,143,17,18,0,3,4,3,2,390,390,390,390,390,38,2,2,44,0,0,0,0,0,0,0,0,6,2,337,0,0,936,8,5,137,137,137,1284,322,0,34,406,18,406,6,0,0,0,380,2,408,31,985,0,0,0,0,0,3067,18,19,395,395,70,372,442,5,5,5,5,5,5,5,8,412,0,0,149,0,0,0,0,0,0,4,22,0,0,5,0,4,0,60,441,441,441,101,70,1064,218,0,0,26,0,0,4,0,0,19,19,29,33,33,33,0,4,0,0,0,19,0,19,0,0,0,5,0,27,0,31,183,152,30,30,2,0,8,8,8,0,0,0,0,2,2,2,4,412,0,0,0,0,0,0,0,5,0,439,439,45,439,439,0,38,509,509,509,28,509,40,0,0,0,0,5,47,0,0,6,0,7
BB,Barbados,287305,Worldometers,0,N/A,N/A,10/25/2020,2249,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,80,0,0,0,26,0,0,0,55,54,0,0,0,0,0,0,1,1,12,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,53,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,59,1,59,0,0,7,0,11,4,7,6,1,1,0,0,0,0,0,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,77,1,0,18,18,18,114,44,0,2,28,0,28,1,0,0,0,47,0,28,2,83,0,0,0,0,0,44,1,1,27,27,5,26,34,0,0,0,0,0,0,0,1,29,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,50,50,50,5,3,88,8,0,0,0,0,0,0,0,0,2,2,4,5,5,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,12,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,30,30,3,30,30,0,0,32,32,32,3,32,0,0,0,0,0,0,14,0,0,1,0,2
BD,Bangladesh,164354176,Worldometers,32.4,2016,Index Mundi,10/25/2020,196155,22,13,0,0,1,536,265,777,777,276,512,0,0,778,84,28,516,777,511,0,0,1,11,1,1,4,1,1,1,1,28,0,80,38,0,0,4449,4449,7737,0,0,0,3195,25,0,0,3906,3875,1,1,1,1,1,0,243,51,1014,782,784,792,265,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,5,2,2,2,0,4,4,5,4,268,24,0,0,48,48,65,54,54,46,230,3884,6457,775,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,1,539,3775,11,3868,0,0,858,8,955,93,859,824,513,513,2,10,17,10,1,3316,3328,3328,3329,3330,49,1,1,67,0,0,0,0,0,0,0,0,22,1,1773,0,0,4461,63,15,585,585,585,7178,1653,0,909,3646,551,3649,11,0,0,0,4936,1,3668,127,4724,0,0,0,0,0,1600,509,510,3556,3557,1377,2974,3933,18,18,18,18,18,18,18,19,3673,1,1,870,0,0,0,0,0,0,60,613,5,7,77,0,5,2,186,2105,2105,2105,304,177,4924,216,0,1,55,0,0,16,0,0,145,145,218,231,231,231,1,12,0,0,4,39,0,513,0,0,0,5,0,58,0,115,996,881,1,1,0,0,19,19,19,0,0,0,0,12,12,0,12,3682,0,0,0,0,0,0,0,18,2,3893,3893,847,3893,3892,5,50,4060,4060,4060,190,4061,752,0,0,0,0,20,455,0,0,124,3,66
BE,Belgium,11579477,Worldometers,27.4,2017,Index Mundi,10/25/2020,738635,124,130,3,0,1,442,158,544,544,237,386,0,0,544,404,148,446,544,386,0,0,5,117,5,5,20,5,5,5,5,136,3,381,210,0,0,20430,20431,25161,3,0,0,6598,132,0,0,20536,20398,1,1,1,1,1,0,132,89,2592,1753,1729,1775,185,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,6,63,9,9,9,0,62,62,65,63,227,467,4,0,260,260,303,292,292,239,4603,20499,26312,548,27,0,0,0,0,0,0,0,3,3,3,3,3,3,3,768,5,723,16923,10,17597,0,0,1883,36,2219,382,1873,1803,593,1285,28,91,188,91,44,6905,6945,6945,6947,6947,268,44,44,358,0,0,0,0,0,0,0,0,46,8,12018,0,0,20428,170,192,3268,3267,3268,30482,11784,4,1273,7408,642,7410,104,0,0,0,21768,44,7496,458,21232,0,0,0,0,0,4744,573,1264,7132,7134,2175,6218,8217,233,233,232,232,232,232,232,24024,7689,1,1,1888,0,0,0,0,0,6,303,781,41,90,201,0,143,29,793,15402,15402,15404,3370,2911,24202,712,0,33,229,0,0,414,0,0,763,763,977,1053,1053,1053,134,327,8,0,20,1311,44,1322,0,0,0,345,26,234,0,441,2289,1848,93,93,0,0,24558,24567,24573,0,0,0,0,281,281,49,319,7519,0,0,0,0,0,0,0,229,3,8111,8111,1579,8113,8112,11,267,8715,8715,8716,867,8718,1172,0,0,0,0,235,123,0,0,43,0,10
BF,Burkina Faso,20780371,Worldometers,35.3,2014,Index Mundi,10/25/2020,4323,0,4,0,0,0,3,3,8,8,0,5,0,0,8,4,0,5,8,5,0,0,0,4,0,0,2,0,0,0,0,0,0,4,2,0,0,190,190,42,0,0,0,36,0,0,0,79,78,0,0,0,0,0,0,3,2,46,31,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,3,3,3,16,78,176,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,162,8,166,0,0,35,7,52,27,35,31,1,1,0,3,3,3,1,36,36,36,36,36,3,1,1,3,0,0,0,0,0,0,0,0,0,0,90,0,0,186,0,3,21,21,21,212,84,0,8,38,6,38,4,0,0,0,34,1,38,4,198,0,0,0,0,0,20,1,1,38,38,14,30,45,3,3,3,3,3,3,3,0,40,0,0,34,0,0,0,0,0,0,0,6,0,0,4,0,1,0,14,109,109,109,18,14,211,5,0,0,0,0,0,5,0,0,7,7,7,10,10,10,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,27,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40,0,0,0,0,0,0,0,3,0,41,41,11,41,41,0,3,43,43,43,6,43,9,0,0,0,0,3,4,0,0,0,0,0
BG,Bulgaria,6958627,Worldometers,40.4,2017,Index Mundi,10/25/2020,540314,317,178,9,1,0,278,179,317,317,112,138,14,13,317,638,163,152,316,137,1,13,1,162,1,1,21,1,1,1,1,178,1,634,466,3,3,19121,19124,10404,1,1,7,5812,348,1,0,14767,14620,0,0,0,0,0,0,192,122,2306,1303,1296,1318,72,4,4,4,4,4,4,4,0,0,0,1,1,0,6,5,5,5,5,5,5,5,1,1,1,18,1,1,1,0,17,17,18,17,76,208,4,0,528,528,596,540,540,503,2290,14661,24367,319,0,14,6,14,6,12,6,6,0,0,0,0,0,0,0,559,25,245,16507,32,16679,12,13,1389,21,1485,112,1387,1347,2483,2692,18,116,195,115,18,6160,6200,6199,6202,6203,535,18,18,648,14,14,14,14,14,14,14,14,365,8,7397,12,12,19162,278,200,2497,2496,2496,27147,7231,2,719,6453,265,6452,1133,14,14,14,7776,18,6485,407,19738,21,19,15,19,19,12948,2464,2671,6050,6051,1676,5687,7147,221,221,221,221,221,220,220,144,6546,0,0,1401,14,14,14,14,14,0,240,476,5,20,137,6,11,4,518,10240,10240,10238,2817,2408,22216,852,0,7,493,0,3,84,20,13,589,589,1069,1104,1104,1104,58,51,3,18,1,2472,20,2729,20,0,11,216,1,500,0,198,1597,1398,25,25,0,3,144,144,144,18,18,18,18,50,50,2,52,6452,3,18,18,18,20,18,18,232,3,6942,6942,1005,6945,6946,12,537,8294,8295,8295,811,8291,591,14,13,6,14,237,396,0,0,40,0,55
BH,Bahrain,1688629,Worldometers,0,N/A,N/A,10/25/2020,217011,0,2,0,0,0,25,22,25,25,7,3,0,0,25,28,1,4,25,3,0,0,0,2,0,0,0,0,0,0,0,5,0,28,5,0,0,1375,1375,3435,0,0,0,8117,0,0,0,471,465,0,0,0,0,0,0,8,8,371,349,349,349,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,2,31,0,0,7,7,9,8,8,6,20,469,715,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,609,1,738,0,0,357,0,377,20,357,355,5,5,0,1,3,1,1,7997,8000,8000,8004,8005,9,1,1,11,0,0,0,0,0,0,0,0,1,0,1090,0,0,1372,4,3,751,751,751,1600,1080,0,11,8086,4,8093,1,0,0,0,3299,1,8109,29,1399,0,0,0,0,0,233,5,5,7797,7802,64,7799,7862,3,3,3,3,3,3,3,15,7840,0,0,356,0,0,0,0,0,0,4,6,0,4,0,0,5,0,52,1167,1168,1168,80,50,1458,45,0,1,3,0,0,12,0,0,25,25,31,31,31,31,0,12,0,0,6,2,0,5,0,0,0,2,0,3,0,30,391,361,0,0,1,0,15,15,15,0,0,0,0,12,12,0,12,8042,0,0,0,0,0,0,0,3,0,8114,8117,64,8121,8121,5,9,8175,8176,8176,28,8178,48,0,0,0,0,3,9,0,0,3,0,1
BI,Burundi,11814346,Worldometers,38.6,2013,Index Mundi,10/25/2020,1248,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,28,0,0,0,17,0,0,0,30,30,0,0,0,0,0,0,1,0,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,39,1,39,0,0,12,0,12,0,12,12,0,0,0,0,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,46,0,0,7,7,7,69,16,0,1,17,1,17,0,0,0,0,20,0,17,0,46,0,0,0,0,0,2,0,0,17,17,4,16,18,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,17,17,1,1,47,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,16,1,16,16,0,0,16,16,16,1,16,1,0,0,0,0,0,1,0,0,1,0,0
BJ,Benin,12055347,Worldometers,47.8,2015,Index Mundi,10/25/2020,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,123,123,43,0,0,0,19,0,0,0,72,71,0,0,0,0,0,0,0,0,12,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,13,71,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,82,0,83,0,0,11,0,12,1,11,11,0,0,0,0,0,0,0,19,19,19,19,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,124,0,0,41,41,41,157,66,0,1,19,1,19,3,0,0,0,30,0,19,3,126,0,0,0,0,0,659,0,0,18,18,5,17,23,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,81,81,81,14,11,138,2,0,0,0,0,0,2,0,0,6,6,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,20,4,20,20,0,1,25,25,25,6,25,5,0,0,0,0,1,1,0,0,0,0,1
BL,Saint Barthelemy,9871,Worldometers,0,N/A,N/A,10/25/2020,685,0,0,0,0,0,4,4,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,16,0,0,0,14,14,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,16,3,0,0,20,0,20,0,0,0,0,10,0,20,0,4,0,0,0,0,0,5,0,0,19,19,6,19,22,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,23,23,0,23,23,0,0,23,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0
