port,port_number,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Port 83,83,10/26/2020,281441,0,5,0,0,0,139,82,169,169,49,87,0,0,170,0,100,106,170,87,169,49,87,0,0,166,0,96,103,166,84,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7768,7768,118,0,0,0,4362,0,0,0,7058,7058,0,0,0,0,0,0,282,125,3821,2892,2891,2929,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,3,3,3,45,621,1,0,0,0,0,0,0,0,1234,7071,10790,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,7,122,7182,87,7320,0,0,3061,38,3130,82,3061,2966,29,29,0,2,5,2,0,4515,4533,4533,4533,4535,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2870,0,0,7808,98,5,503,503,503,11550,2728,0,336,4677,140,4678,0,0,0,0,72,0,4713,114,8100,0,0,0,0,0,9792,29,29,4516,4516,959,4278,4926,5,5,5,5,5,5,5,13,4760,0,0,3106,0,0,0,0,0,0,0,198,3,5,84,0,0,1,318,3376,3376,3376,471,357,8462,0,0,0,0,0,0,9,0,0,272,272,479,506,506,507,17,7,0,0,0,6,1,30,0,0,0,1,0,0,0,296,3384,3088,0,0,0,0,13,13,13,0,0,0,0,7,7,0,7,4756,0,0,0,0,0,0,0,5,0,4935,4935,493,4936,4936,5,0,5118,5118,5118,358,5119,345,0,0,0,0,5,0,0,0,0,0,0
Port 84,84,10/26/2020,269944,0,4,0,0,0,85,59,100,100,21,41,0,0,100,0,61,55,100,41,100,21,41,0,0,100,0,58,54,100,41,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,7988,7988,149,0,0,0,3520,0,0,0,6534,6534,0,0,0,0,0,0,163,73,6220,4629,4628,4641,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,19,296,1,0,0,0,0,0,0,0,971,6542,11488,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,6,55,7597,34,7665,0,0,4725,13,4773,37,4725,4684,28,28,1,4,7,4,0,3802,3814,3814,3814,3814,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1962,0,0,8012,66,6,342,342,342,11969,1887,0,271,3982,69,3983,0,0,0,0,122,0,3997,53,8174,0,0,0,0,0,5568,28,28,3866,3866,798,3763,4087,8,8,8,8,8,8,8,2,4018,0,0,4766,0,0,0,0,0,0,0,296,2,4,46,0,0,2,126,2264,2264,2264,276,223,8408,0,0,0,0,0,0,10,0,0,153,153,250,258,258,258,14,10,0,0,0,5,2,30,0,0,0,2,0,0,0,117,4883,4766,0,0,0,0,2,2,2,0,0,0,0,8,8,2,8,4016,0,0,0,0,0,0,0,8,0,4109,4109,253,4109,4109,4,0,4421,4421,4422,209,4422,176,0,0,0,0,8,0,0,0,0,0,0
Port 85,85,10/26/2020,56249,0,2,0,0,0,18,12,19,19,6,7,0,0,19,0,11,7,19,7,19,6,7,0,0,18,0,9,7,18,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,1512,139,0,0,0,1165,0,0,0,1786,1786,0,0,0,0,0,0,29,14,298,106,104,108,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80,0,0,0,0,0,0,0,0,289,1793,2056,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,9,1436,7,1449,0,0,121,4,130,16,121,112,7,7,0,0,2,0,0,1189,1194,1194,1194,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,1530,7,2,77,77,77,2164,579,0,31,1210,13,1210,2,0,0,0,120,0,1216,22,1603,0,0,0,0,0,1079,7,7,1205,1205,112,1183,1245,2,2,2,2,2,2,2,1,1225,0,0,122,0,0,0,0,0,0,0,22,1,0,25,0,0,1,33,671,671,671,59,37,1644,0,0,0,0,0,0,2,0,0,34,34,45,49,49,49,4,2,0,0,1,0,0,7,0,0,0,0,0,0,0,27,152,125,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,1227,0,0,0,0,0,0,0,2,0,1245,1245,49,1245,1245,1,0,1275,1275,1275,39,1275,31,0,0,0,0,2,0,0,0,0,0,0
Port 86,86,10/26/2020,9801,0,0,0,0,0,10,8,11,11,2,3,0,0,11,0,1,4,11,3,11,2,3,0,0,10,0,1,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,20,9,77,58,58,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,65,2,67,4,65,61,0,0,0,0,0,0,0,345,345,345,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,354,5,354,0,0,0,0,127,0,358,0,0,0,0,0,0,0,0,0,0,350,350,47,341,371,0,0,0,0,0,0,0,2,362,0,0,67,0,0,0,0,0,0,0,11,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,14,23,26,26,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,80,65,0,0,0,0,2,2,2,0,0,0,0,2,2,0,2,362,0,0,0,0,0,0,0,0,0,370,370,22,370,370,0,0,384,384,384,19,384,11,0,0,0,0,0,0,0,0,0,0,0
Port 88,88,10/26/2020,735592,0,6,2,0,0,353,209,425,425,156,216,0,0,425,0,2780,249,425,216,425,156,216,0,0,417,0,2735,241,418,210,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,14944,14944,1850,0,0,0,16230,0,0,0,16612,16613,0,0,0,0,0,0,1215,309,3974,1914,1911,1953,112,0,0,0,0,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,8,8,116,3029,1,0,0,0,0,0,0,0,2188,16643,20144,419,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,33,265,13702,27,14052,0,0,2378,42,2487,127,2378,2000,66,66,0,6,9,6,0,16481,16507,16507,16508,16508,0,0,0,0,0,0,0,0,0,0,0,0,6,16,7106,0,0,14995,164,7,996,996,996,21555,6840,0,1055,17181,311,17181,3,0,0,0,1697,0,17235,216,15759,0,0,0,0,0,36903,67,67,16961,16961,2505,16556,17688,9,9,9,9,9,9,9,7,17298,0,0,2433,0,0,0,0,0,1,0,391,0,8,349,0,0,0,855,7906,7906,7906,728,512,16302,0,0,0,0,0,0,19,0,0,482,482,910,949,949,949,43,15,0,0,1,42,3,70,0,0,0,5,0,0,0,788,3253,2465,0,0,0,0,7,7,7,0,0,0,0,14,14,3,15,17305,0,0,0,0,0,0,0,9,0,17641,17642,859,17642,17642,13,0,18007,18007,18009,631,18008,587,0,0,0,0,9,0,0,0,0,0,0
Port 98,98,10/26/2020,6891,0,0,0,0,0,3,1,3,3,2,2,0,0,3,0,0,2,3,2,3,2,2,0,0,3,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,7,4,44,15,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,19,1,21,2,19,19,0,0,0,0,0,0,0,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148,0,0,0,0,0,0,0,150,274,3,274,0,0,0,0,38,0,275,0,0,0,0,0,0,0,0,0,0,126,126,158,123,279,0,0,0,0,0,0,0,0,275,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,154,157,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,278,278,155,278,278,0,0,281,281,281,153,281,6,0,0,0,0,0,0,0,0,0,0,0
Port 102,102,10/26/2020,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 113,113,10/26/2020,23143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,1537,61,0,0,0,0,0,0,10,1571,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,531,1572,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,3,1485,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,638,0,0,1545,0,0,57,57,57,1673,630,0,0,0,0,0,0,0,0,0,49,0,0,12,1572,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,679,679,679,40,28,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 119,119,10/26/2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 143,143,10/26/2020,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 222,222,10/26/2020,11352,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5688,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,1,23,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,1,18,6,13,12,0,0,0,0,0,0,0,25,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,27,0,27,31,0,0,0,3999,0,27,0,0,0,0,0,0,0,0,0,0,27,27,7,27,31,0,0,0,0,0,0,0,178,30,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,22,15,0,0,0,0,178,178,178,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,30,30,3,30,30,0,0,36,36,36,4,36,3,0,0,0,0,0,0,0,0,0,0,0
Port 225,225,10/26/2020,3354,1,0,0,0,0,2,1,2,2,1,1,0,0,2,0,0,1,2,1,2,1,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,3,2,17,8,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,4,14,4,14,12,0,0,0,0,0,0,0,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,106,2,106,0,0,0,0,161,0,106,0,0,0,0,0,0,0,0,0,0,104,104,7,103,112,0,0,0,0,0,0,0,7,106,0,0,14,0,0,0,0,0,0,1,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,16,11,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,111,111,5,111,111,0,0,113,114,114,6,114,3,0,0,0,0,0,0,0,0,0,0,0
Port 443,443,10/26/2020,54034886,6,19314,899,0,97,43616,22547,60562,60558,17240,38010,16,16,60559,0,33550,46388,60563,38017,60558,17240,38010,16,16,60190,0,33210,46132,60188,37798,1,16,599,16374,598,598,3968,598,598,598,598,0,624,0,0,0,0,1671163,1671385,5844,625,1,8,875531,6,235,0,1153657,1153658,97,97,97,97,97,0,32,25,1030,885,882,892,13404,135,135,135,135,135,135,135,67,67,67,113,113,139,810,695,695,695,695,695,695,695,203,203,264,3234,334,299,299,0,3253,3253,3456,3253,14968,10424,588,0,0,0,0,0,0,0,176729,1154277,1808698,60245,1396,15,7,15,7,14,7,6,317,318,318,318,318,318,318,57304,2240,84125,1250128,2797,1304031,14,16,900,10,4078,3189,900,888,10095,10456,4406,11927,25577,11927,0,915974,920959,920954,920960,920978,0,0,0,0,17,17,17,17,17,17,17,17,647,1876,957375,16,16,1673928,19902,26533,396699,396705,396705,2267122,922771,792,137292,973474,58630,973490,61,16,16,16,3654,0,991188,46645,1773361,19,18,12,18,18,754861,10112,10476,959538,959540,244209,849574,1136131,32947,32948,32950,32953,32952,32952,32951,258,1012444,97,97,895,16,16,16,16,15,324,5,79782,1979,5108,21285,6,2,993,49848,1157643,1157649,1157667,195132,148440,1922700,0,0,0,0,0,0,22385,18,13,94747,94747,134663,151958,151957,151959,12551,17283,467,18,1438,8424,373,10843,18,1,11,1,32,0,2,3180,4060,880,5292,5292,419,0,257,257,257,18,18,18,18,15502,15501,1577,16976,1002026,0,19,19,19,19,19,18,33041,1248,1096570,1096571,219748,1096592,1096585,2549,0,1257161,1257173,1257175,107133,1257218,173949,14,14,5,14,36077,0,4,4,0,385,0
Port 444,444,10/26/2020,59301,0,44,3,0,0,91,44,97,97,51,53,0,0,97,0,20,64,97,53,97,51,53,0,0,96,0,20,62,96,52,0,0,1,36,1,1,9,1,1,1,1,0,1,0,0,0,0,0,0,1138,1,0,0,1942,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,6,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,0,0,0,4,0,0,0,0,4,4,4,4,42,0,3,0,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,71,0,63,0,0,0,0,0,10,0,212,202,10,7,0,0,16,23,59,23,0,2000,2012,2012,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,50,57,0,0,0,0,0,2,173,2078,73,2078,2,0,0,0,578,0,2088,0,0,0,0,0,0,0,0,0,0,1970,1970,436,1865,2246,76,76,76,76,76,76,76,29,2118,0,0,10,0,0,0,0,0,0,0,97,1,5,0,0,2,1,202,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,140,140,203,218,218,218,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,207,216,9,45,45,0,0,29,29,29,0,0,0,0,9,9,1,9,2111,0,0,0,0,0,0,0,75,4,2278,2278,328,2278,2278,3,0,2824,2824,2824,189,2826,239,0,0,0,0,86,0,0,0,0,0,0
Port 445,445,10/26/2020,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105570,0,0,0,0,9791
