port,port_number,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Port 5000,5000,10/26/2020,153193,0,4,0,0,0,35,24,43,43,12,19,0,0,43,0,8,24,43,19,43,12,19,0,0,43,0,7,24,43,19,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,4009,4009,1012,0,0,0,1697,0,0,0,4917,4917,0,0,0,0,0,0,61,36,2207,340,327,504,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,10,597,1,0,0,0,0,0,0,0,403,4933,6553,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,23,2786,7,2827,0,0,546,166,592,186,535,504,920,921,0,2,5,2,0,1771,1774,1774,1774,1774,0,0,0,0,0,0,0,0,0,0,0,0,497,2,2406,0,0,4025,22,5,1213,1213,1213,7826,2368,0,77,1800,38,1800,0,0,0,0,508,0,1814,85,4173,0,0,0,0,0,4669,920,921,1759,1759,265,1706,3004,5,5,5,5,5,5,5,54,2050,0,0,580,0,0,0,0,0,0,0,50,0,1,26,0,5,0,134,2878,2878,2878,455,370,4550,0,0,0,0,0,0,3,0,0,1187,1187,1227,1238,1238,1238,15,2,0,0,0,997,87,1010,0,0,0,8,35,0,0,228,653,425,0,0,0,0,54,54,54,0,0,0,0,1,1,0,2,1831,0,0,0,0,0,0,0,5,2,2329,2329,557,2329,2329,2,0,2640,2640,2640,774,2640,81,0,0,0,0,9,0,0,0,0,0,0
Port 5003,5003,10/26/2020,9912,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,3,2,34,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,1,21,4,17,14,0,0,0,0,0,0,0,315,315,315,315,315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,317,1,317,0,0,0,0,35,0,317,0,0,0,0,0,0,0,0,0,0,314,314,6,313,512,0,0,0,0,0,0,0,2,352,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190,194,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,17,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,396,396,77,396,396,0,0,424,424,424,102,424,2,0,0,0,0,0,0,0,0,0,0,0
Port 5025,5025,10/26/2020,353,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,115,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Port 5190,5190,10/26/2020,4402,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,2,13,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,9,0,7,6,0,0,0,0,0,0,0,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,0,87,0,0,0,0,10,0,87,0,0,0,0,0,0,0,0,0,0,86,86,3,85,275,0,0,0,0,0,0,0,0,129,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,190,190,190,190,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,160,160,72,160,160,0,0,195,195,195,106,195,1,0,0,0,0,0,0,0,0,0,0,0
Port 5432,5432,10/26/2020,4896732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395614,0,0,0,0,0,0,0,0,0,0,390219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104984,0,386186,106646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314527,314538,343825,321123,321130,275122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155096,0,0,0,0,0,317386,155118,155120,362522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port 5555,5555,10/26/2020,43614,0,1,0,0,0,246,18,250,250,224,232,0,0,250,0,6,237,250,232,250,224,232,0,0,250,0,6,237,250,232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,63,31,350,188,159,196,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,30,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,243,0,0,0,0,0,238,37,281,70,238,204,0,0,0,1,1,1,0,654,655,655,655,655,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,1,0,0,0,0,0,0,283,681,247,681,3,0,0,0,2603,0,686,0,0,0,0,0,0,0,0,0,0,662,662,379,399,1612,1,1,1,1,1,1,1,28,921,0,0,250,0,0,0,0,0,0,0,255,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,929,929,953,958,958,958,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,89,308,219,0,0,0,0,28,28,28,0,0,0,0,2,2,0,2,690,0,0,0,0,0,0,0,1,0,1180,1180,751,1180,1180,0,0,1277,1277,1277,520,1277,278,0,0,0,0,1,0,0,0,0,0,0
Port 5900,5900,10/26/2020,61501,0,0,0,0,0,10,8,11,11,3,3,0,0,11,0,1,3,11,3,11,3,3,0,0,11,0,1,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,816,3631,0,0,0,1068,0,0,0,445,445,0,0,0,0,0,0,24,14,155,67,67,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0,67,446,571,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,273,3,278,0,0,93,7,106,9,94,79,86,87,0,0,0,0,0,1081,1082,1082,1082,1082,0,0,0,0,0,0,0,0,0,0,0,0,4,1,686,0,0,821,7,0,541,541,541,1125,668,0,15,1088,6,1088,0,0,0,0,3628,0,1091,17,858,0,0,0,0,0,1034,86,87,1080,1080,45,1071,2026,0,0,0,0,0,0,0,7,1316,0,0,105,0,0,0,0,0,0,0,10,0,0,6,0,0,0,21,754,754,754,63,46,904,0,0,0,0,0,0,0,0,0,948,948,956,959,959,959,5,0,0,0,0,163,77,164,0,0,0,2,37,0,0,16,120,104,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,1097,0,0,0,0,0,0,0,0,0,1550,1550,463,1550,1550,0,0,1802,1802,1802,689,1802,14,0,0,0,0,0,0,0,0,0,0,0
Port 7070,7070,10/26/2020,35129,0,1,0,0,1,14,14,14,14,0,0,0,0,14,0,11,1,14,0,14,0,0,0,0,14,0,11,1,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1572,1572,41,0,0,0,407,0,0,0,589,589,1,1,1,1,1,0,3,1,43,19,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,592,692,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,132,0,0,358,3,359,0,0,25,1,27,2,25,22,7,7,0,0,1,0,0,416,418,418,418,418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1470,0,0,1583,2,1,1222,1222,1222,1923,1466,0,13,424,3,424,0,0,0,0,25,0,426,2,1590,0,0,0,0,0,210,7,7,373,374,46,367,392,1,1,1,1,1,1,1,1,430,1,1,26,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1507,1507,1507,30,28,1624,0,0,0,0,0,0,0,0,0,15,15,19,20,20,20,0,0,0,0,0,18,11,18,0,0,0,1,7,0,0,5,31,26,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,1,0,437,437,14,437,437,0,0,445,445,445,16,445,8,0,0,0,0,1,0,0,0,0,0,0
Port 7080,7080,10/26/2020,18468,0,35,0,0,0,16,13,17,17,2,4,0,0,17,0,21,12,17,4,17,2,4,0,0,17,0,21,12,17,4,0,0,1,27,1,1,2,1,1,1,1,0,2,0,0,0,0,0,0,12,2,0,0,567,0,0,0,0,0,0,0,0,0,0,0,7,4,46,22,22,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,11,0,0,0,0,0,27,1,32,4,27,24,0,0,0,21,36,21,0,592,594,594,594,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,1,34,608,14,608,0,0,0,0,9,0,610,0,0,0,0,0,0,0,0,0,0,598,598,84,577,810,37,37,37,37,37,37,37,1,620,0,0,29,0,0,0,0,0,0,0,31,1,4,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,29,29,44,71,71,71,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,10,38,28,0,0,0,0,1,1,1,0,0,0,0,8,8,1,9,620,0,0,0,0,0,0,0,37,1,798,798,205,798,798,0,0,983,983,983,37,983,188,0,0,0,0,38,0,0,0,0,0,0
Port 7443,7443,10/26/2020,39966,0,0,0,0,0,34,13,35,35,43,22,0,0,35,0,5,25,35,22,35,43,22,0,0,35,0,5,24,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1542,0,0,0,0,0,0,0,0,0,0,0,4,0,39,26,26,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,28,0,0,0,0,0,28,0,146,119,28,26,0,0,0,0,0,0,0,1575,1579,1579,1579,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,62,1600,30,1600,1,0,0,0,43,0,1605,0,0,0,0,0,0,0,0,0,0,1586,1586,161,1541,1664,0,0,0,0,0,0,0,4,1616,0,0,28,0,0,0,0,0,0,0,39,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,49,70,81,81,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,150,29,10,10,0,0,4,4,4,0,0,0,0,1,1,0,1,1619,0,0,0,0,0,0,0,0,0,1655,1655,86,1656,1656,2,0,1710,1710,1710,61,1710,60,0,0,0,0,0,0,0,0,0,1,0
Port 7510,7510,10/26/2020,3508,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,5,0,2,0,2,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,3,1,20,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,11,1,10,9,0,0,0,0,0,0,0,138,139,139,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141,0,141,0,0,0,0,1,0,143,0,0,0,0,0,0,0,0,0,0,142,142,5,140,143,0,0,0,0,0,0,0,2,144,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,11,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,146,146,4,146,146,0,0,150,150,150,4,150,4,0,0,0,0,0,0,0,0,0,0,0
Port 7779,7779,10/26/2020,34583,0,0,0,0,0,16,11,16,16,7,5,0,0,16,0,72,5,16,5,16,7,5,0,0,16,0,72,5,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,29,16,128,65,64,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,91,11,100,13,91,80,0,0,0,0,0,0,0,1401,1402,1402,1402,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,17,1410,8,1410,0,0,0,0,45,0,1413,0,0,0,0,0,0,0,0,0,0,1399,1399,55,1389,1430,0,0,0,0,0,0,0,6,1415,0,0,100,0,0,0,0,0,0,1,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,28,31,31,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,115,93,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,0,1435,1435,22,1435,1435,0,0,1456,1456,1456,24,1456,14,0,0,0,0,0,0,0,0,0,0,0
Port 8000,8000,10/26/2020,3753100,0,40,1,0,2,307,154,372,372,103,218,0,0,372,0,153,272,372,218,372,103,218,0,0,365,0,152,269,365,215,0,0,0,38,0,0,4,0,0,0,0,0,0,0,0,0,0,13906,13906,528,0,0,0,8028,0,0,0,15339,15339,2,2,2,2,2,0,570,370,4598,1777,1757,1823,88,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,14,14,14,94,1139,4,0,0,0,0,0,0,0,2195,15369,20587,366,27,0,0,0,0,0,0,0,2,2,2,2,2,2,2,402,8,270,11327,25,11562,0,0,2160,57,2277,154,2151,1856,585564,585598,15,27,46,27,0,8424,8465,8465,8465,8465,0,0,0,0,0,0,0,0,0,0,0,0,577,58,8707,0,0,13972,292,48,2493,2493,2493,23403,8372,1,851,8789,369,8790,8,0,0,0,374,0,9007,250,14792,0,0,0,0,0,27532,586293,586318,8391,8391,2617,7773,9897,66,66,66,66,66,66,66,5,9203,2,2,2228,0,0,0,0,0,1,0,470,2,14,210,0,1,2,546,11961,11961,11961,3131,2880,17697,0,0,0,0,0,0,33,0,0,1136,1136,1589,1681,1681,1681,80,30,0,0,5,273241,389,587468,0,0,0,2,38,0,0,469,2640,2171,0,0,0,0,5,5,5,0,0,0,0,27,27,3,30,9120,0,0,0,0,0,0,0,66,0,9639,9640,1500,9640,9640,13,0,10231,10231,10235,1399,10235,1068,0,0,0,0,66,0,0,0,0,0,0
Port 8001,8001,10/26/2020,315697,0,14,1,0,0,203,121,272,272,61,151,0,0,272,0,104,184,272,151,272,61,151,0,0,271,0,104,184,271,151,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,8182,8182,743,0,0,0,4814,0,0,0,7164,7165,0,0,0,0,0,0,356,172,1721,1251,1241,1280,53,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1,1,0,0,0,7,0,0,0,0,7,7,7,7,56,764,5,0,0,0,0,0,0,0,873,7170,8760,272,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1,124,15,199,6590,31,6743,0,0,1490,35,1660,76,1486,1312,1741,2155,3,14,18,14,0,5026,5058,5057,5058,5058,0,0,0,0,0,0,0,0,0,0,0,0,180,25,5032,0,0,8211,341,17,1491,1491,1491,10471,4815,1,793,5439,306,5439,10,0,0,0,515,0,5518,133,8771,0,0,0,0,0,7176,1741,2155,5026,5026,1478,4599,5940,22,22,22,22,22,22,22,10,5633,0,0,1634,0,0,0,0,0,0,0,369,2,9,147,0,3,0,283,6264,6264,6264,1105,971,9753,0,0,0,0,0,0,20,0,0,603,603,1040,1077,1077,1077,22,15,0,0,4,869,81,2238,0,0,0,3,33,0,0,225,1855,1630,0,0,0,0,10,10,10,0,0,0,0,15,15,0,15,5572,0,0,0,0,0,0,0,22,0,5885,5885,1106,5885,5886,6,0,6507,6507,6507,948,6508,606,0,0,0,0,23,0,0,0,0,0,0
Port 8009,8009,10/26/2020,83120,0,1,0,0,0,30,24,33,33,9,9,0,0,33,0,24,15,33,9,33,9,9,0,0,33,0,24,15,33,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,2211,100,0,0,0,1433,0,0,0,1501,1501,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,0,0,0,0,131,1506,1811,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,1457,8,1508,0,0,0,0,0,0,0,0,1404,1645,0,1,1,1,0,1476,1477,1477,1477,1477,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1898,0,0,2222,30,1,725,725,725,2599,1870,0,79,1510,27,1511,4,0,0,0,71,0,1523,42,2298,0,0,0,0,0,1372,1406,1647,1468,1468,179,1428,1587,1,1,1,1,1,1,1,5,1537,0,0,0,0,0,0,0,0,0,0,44,0,0,12,0,0,0,42,2079,2080,2080,171,129,2433,0,0,0,0,0,0,1,0,0,64,64,102,107,107,107,4,1,0,0,1,357,60,1711,0,0,0,2,34,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,1,1,0,1,1533,0,0,0,0,0,0,0,1,0,1584,1584,115,1584,1584,0,0,1705,1705,1705,91,1705,67,0,0,0,0,1,0,0,0,37298,0,0
