city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,,,,,,,,,,,,,,,,,,
Bangalore,12320000,World Population Review,11/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basel,559000,macrotrends,11/16/2020,11953,0,1,1,0,0,6,3,8,8,3,5,0,0,8,1,4,9,8,5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,410,410,283,0,0,0,63,0,0,0,423,423,0,0,0,0,0,0,2,0,65,53,53,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,1,1,2,1,1,1,61,421,524,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,293,0,297,0,0,64,2,76,14,64,59,125,125,0,1,1,1,0,72,72,72,72,72,1,0,0,2,0,0,0,0,0,0,0,0,1,0,308,0,0,408,3,1,106,106,106,641,287,0,21,79,10,79,1,0,0,0,224,0,79,4,449,0,0,0,0,0,45,125,125,75,75,38,62,92,1,1,1,1,1,1,1,10,81,0,0,63,0,0,0,0,0,0,0,15,0,0,14,0,10,0,16,388,388,388,78,74,521,6,0,0,2,0,0,2,0,0,18,18,21,21,21,21,4,2,0,0,0,129,3,129,0,0,0,2,0,2,0,14,75,61,0,0,0,0,10,10,10,0,0,0,0,1,1,0,1,80,0,0,0,0,0,0,0,1,0,91,91,23,91,91,0,1,98,98,98,18,98,17,0,0,0,0,1,5,0,0,0,0,1,91,0,1,98,98,98,18,98,17,0,0,0,0,1,5,0,0,0,0,1
Belgrade,1390000,World Population Review,11/16/2020,47805,5,8,0,0,1,11,9,11,11,4,2,0,0,11,64,64,3,11,2,0,0,0,5,0,0,1,0,0,0,0,54,0,62,31,1,1,1220,1220,3681,0,0,0,443,5,0,0,1059,1059,1,1,1,1,1,0,59,57,316,229,229,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,64,0,0,40,40,80,49,49,38,87,1061,1704,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,12,1023,3,1031,0,0,235,3,243,11,235,233,329,570,2,3,8,3,15,465,468,468,468,468,47,15,15,92,0,0,0,0,0,0,0,0,3,0,538,0,0,1219,13,8,188,188,188,1906,511,0,66,516,11,516,2,0,0,0,483,15,519,70,1333,0,0,0,0,0,3303,328,569,495,495,145,477,579,10,10,10,10,10,10,10,59,538,1,1,235,0,0,0,0,0,0,195,26,0,1,12,0,8,0,78,718,717,717,167,97,1430,193,0,5,52,0,1,9,0,0,45,45,59,73,73,73,4,5,0,0,0,562,0,570,0,0,0,5,0,52,0,19,255,236,1,1,0,1,59,59,59,0,0,0,0,5,5,0,5,524,1,0,0,0,0,0,0,10,2,564,564,58,564,564,4,47,624,623,623,52,623,32,0,0,0,0,12,63,0,0,9,0,12,564,4,47,624,623,623,52,623,32,0,0,0,0,12,63,0,0,9,0,12
Belo Horizonte,6080000,macrotrends,11/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bern,429000,World Population Review,11/16/2020,14215,1,2,0,0,0,7,5,7,7,3,2,0,0,7,3,1,2,7,2,0,0,0,2,0,0,0,0,0,0,0,3,0,3,2,0,0,606,606,380,0,0,0,64,1,0,0,431,431,0,0,0,0,0,0,2,1,97,69,69,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,3,3,3,3,3,3,73,432,628,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,455,0,460,0,0,76,1,85,10,76,72,11,11,0,1,2,1,0,67,67,67,67,67,3,0,0,5,0,0,0,0,0,0,0,0,0,0,395,0,0,606,2,2,140,140,140,783,376,0,14,76,4,76,1,0,0,0,347,0,77,14,643,0,0,0,0,0,108,10,10,73,73,31,69,90,2,2,2,2,2,2,2,19,79,0,0,75,0,0,0,0,0,0,1,5,0,0,8,0,6,0,23,576,576,576,183,169,810,3,0,0,0,0,0,0,0,0,7,7,9,9,9,9,8,0,0,0,0,8,0,10,0,0,0,7,0,0,0,11,86,75,2,2,0,0,19,19,19,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,2,0,85,85,9,85,85,0,3,87,87,87,7,87,5,0,0,0,0,2,4,0,0,0,0,0,85,0,3,87,87,87,7,87,5,0,0,0,0,2,4,0,0,0,0,0
Brasília,4645000,World Population Review,11/16/2020,72725,0,9,0,0,0,17,11,19,19,3,8,0,0,19,119,16,12,19,8,0,0,0,8,0,0,0,0,0,0,0,75,0,113,83,0,0,2660,2660,944,0,0,0,843,0,0,0,1646,1646,0,0,0,0,0,0,10,8,678,549,547,550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,4,70,0,0,96,96,145,102,102,92,260,1646,3213,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,12,2381,5,2446,0,0,562,3,592,28,562,556,29,29,0,5,13,5,7,877,877,877,877,877,97,7,7,160,0,0,0,0,0,0,0,0,6,0,809,0,0,2658,21,13,218,218,218,3510,781,0,74,902,35,903,6,0,0,0,685,7,905,80,2808,0,0,0,0,0,2385,29,29,878,878,146,830,1019,14,14,14,14,14,14,14,38,926,0,0,569,0,0,0,0,0,0,1,45,0,3,40,0,2,0,119,1084,1085,1085,266,187,2998,169,0,5,12,0,0,6,0,0,72,72,97,104,104,104,2,3,0,0,1,21,0,30,0,0,0,10,0,12,0,49,619,570,7,7,2,0,38,38,38,0,0,0,0,3,3,0,3,917,0,0,0,0,0,0,0,14,1,989,989,127,989,989,1,97,1109,1109,1109,84,1109,95,0,0,0,0,16,30,0,0,37,3,4,989,1,97,1109,1109,1109,84,1109,95,0,0,0,0,16,30,0,0,37,3,4
Brooklyn,2600000,World Population Review,11/14/2020,63869,10,18,1,3,0,48,9,53,53,37,44,0,0,53,43,14,47,53,44,0,0,0,16,0,0,7,0,0,0,0,15,0,42,20,1,1,1676,1675,1823,0,0,0,551,10,0,0,1603,1602,0,0,0,0,0,0,10,7,394,275,273,278,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,6,0,0,0,0,6,6,6,6,39,82,2,0,22,22,28,23,23,21,355,1598,2319,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,68,1358,0,1453,0,0,289,5,319,34,289,281,797,1410,3,15,19,15,0,589,593,593,593,593,22,0,0,36,0,0,0,0,0,0,0,0,14,1,951,0,0,"1,678",26,19,273,273,273,"2,703",916,0,132,656,55,656,20,0,0,0,"1,350",0,656,83,"1,817",0,0,0,0,0,"1,317",792,"1,403",620,620,238,536,742,23,23,23,23,23,23,23,98,669,0,0,287,0,0,0,0,0,0,31,83,0,9,41,0,39,0,116,1115,1115,1115,171,90,1899,84,0,0,26,0,1,23,0,0,50,50,94,102,102,102,929,18,1,0,1,1168,2,1407,0,0,0,8,0,26,0,46,324,278,30,30,0,1,99,99,99,0,0,0,0,17,17,2,19,659,1,0,0,0,0,0,0,23,1,726,726,154,726,726,1,22,958,959,959,70,959,115,0,0,0,0,27,45,1,1,0,0,3,,,,,,,,,,,,,,,,,,,,
Buffalo,708000,World Population Review,11/14/2020,893204,33,23,0,0,0,22,13,24,24,9,11,0,0,24,10,13,17,24,11,0,0,0,13,0,0,6,0,0,0,0,3,0,10,6,1,1,3764,3764,9772,0,0,0,426,33,0,0,9003,9003,0,0,0,0,0,0,3,2,403,321,320,322,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,8,26,0,0,6,6,8,7,7,6,143,9006,11131,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,23,3533,5,3542,0,0,323,2,586,263,323,322,96371,155557,2,18,27,18,1,445,445,445,445,445,7,1,1,9,0,0,0,0,0,0,0,0,712,0,1589,0,0,"3,770",6,27,218,218,217,"11,375","1,572",0,43,463,20,463,3,0,0,0,"5,891",1,453,48,"3,818",0,0,0,0,0,478,"95,655","154,563",439,439,95,417,1585,30,30,30,30,30,30,30,23,464,0,0,322,0,0,0,0,0,0,41,26,0,1,12,0,9,0,305,1817,1817,1817,242,194,4018,44,0,1,205,0,1,4,0,0,24,24,31,36,36,36,72,4,1,0,0,82101,2,154627,0,0,0,4,0,206,0,263,587,324,4,4,0,1,22,22,22,0,0,0,0,4,4,1,4,457,1,0,0,0,0,0,0,30,2,1575,1575,143,1575,1575,1,7,7587,7587,7587,30,7588,130,0,0,0,0,35,22,0,0,8,0,17,,,,,,,,,,,,,,,,,,,,
Cali,2781000,World Population Review,11/16/2020,39322,2,0,0,0,5,17,9,18,18,5,9,0,0,18,41,116,11,18,9,0,0,0,0,0,0,0,0,0,0,0,30,0,39,27,0,0,718,718,381,0,0,0,404,2,0,0,724,724,5,5,5,5,5,0,25,13,182,134,133,135,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,19,0,0,25,25,46,37,37,33,52,723,1078,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,15,655,6,659,0,0,142,1,163,19,141,135,2146,2147,0,0,0,0,11,425,425,425,425,425,35,11,11,59,0,0,0,0,0,0,0,0,0,0,353,0,0,717,15,0,57,57,57,1148,332,0,43,450,17,450,0,0,0,0,190,10,453,16,768,0,0,0,0,0,222,2151,2152,425,425,114,401,485,0,0,0,0,0,0,0,3,461,5,5,148,0,0,0,0,0,0,0,20,0,1,12,0,0,0,37,405,405,405,43,27,796,77,0,9,0,0,0,1,0,0,33,33,52,53,53,53,0,1,0,0,0,2150,0,2157,0,0,0,2,0,0,0,28,180,152,9,9,0,0,3,3,3,0,0,0,0,1,1,0,1,456,0,0,0,0,0,0,0,0,0,477,477,63,477,477,0,34,509,509,509,45,509,36,0,0,0,0,0,47,0,0,3,0,18,477,0,34,509,509,509,45,509,36,0,0,0,0,0,47,0,0,3,0,18
Campinas,3300000,World Population Review,11/14/2020,114228,4,6,0,2,0,42,20,58,58,20,38,0,0,58,151,237,49,58,38,0,0,0,2,0,0,1,0,0,0,0,43,1,150,88,0,0,3951,3951,2254,1,0,0,1234,4,0,0,1668,1668,0,0,0,0,0,0,23,18,1044,997,999,1002,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,20,20,0,0,111,111,126,114,114,96,165,1675,4013,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,68,3006,6,3025,0,0,1014,3,1057,45,1014,1003,1679,1680,1,2,6,2,7,1258,1261,"1,261",1261,1261,114,7,7,135,0,0,0,0,0,0,0,0,886,1,1571,0,0,"3,959",11,6,931,931,931,"4,974","1,516",0,113,"1,281",80,"1,281",0,0,0,0,"1,649",6,"1,252",156,"4,043",0,0,0,0,0,458,"1,612","1,613","1,242","1,244",195,1138,1427,7,7,7,7,7,7,7,34,1262,0,0,975,0,0,0,0,0,0,7,86,2,6,15,0,1,1,202,1842,1842,1842,296,140,4189,143,0,4,2,0,0,19,0,0,78,78,91,100,100,100,9,12,0,0,2,1311,1,1620,0,0,0,5,0,2,0,61,1041,980,9,9,2,0,34,34,34,0,0,0,0,11,11,0,12,1258,0,0,0,0,0,0,0,7,0,1392,1392,239,1392,1392,0,111,1512,1512,1512,83,1512,221,0,0,0,0,8,103,0,0,16,0,4,,,,,,,,,,,,,,,,,,,,
Campo Grande,896000,World Population Review,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Caracas,2938000,World Population Review,11/16/2020,19305,3,11,2,0,0,14,8,14,14,5,6,0,0,14,41,2,7,14,6,0,0,2,11,2,2,5,2,2,2,2,35,0,41,13,0,0,621,621,273,0,0,0,141,3,0,0,790,790,0,0,0,0,0,0,18,13,117,49,50,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,5,30,0,0,29,29,43,31,31,24,113,791,965,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,519,5,532,0,0,70,3,93,22,69,60,22,22,1,10,11,10,11,161,161,161,161,161,31,11,11,53,0,0,0,0,0,0,0,0,2,8,340,0,0,619,12,12,91,91,91,1072,323,0,28,170,15,170,4,0,0,0,138,11,171,21,675,0,0,0,0,0,484,22,22,158,158,63,145,204,13,13,13,13,13,13,13,0,176,0,0,75,0,0,0,0,0,0,0,23,0,1,11,0,1,0,37,441,441,441,88,67,742,366,0,5,0,0,0,48,0,0,13,13,26,29,29,29,1,46,0,0,0,22,6,28,0,0,0,1,0,0,0,28,105,77,5,5,0,0,0,0,0,0,0,0,0,27,27,0,46,174,0,0,0,0,0,0,0,13,0,198,198,41,198,198,1,32,223,223,223,26,223,24,0,0,0,0,13,16,0,0,2,0,3,198,1,32,223,223,223,26,223,24,0,0,0,0,13,16,0,0,2,0,3
Casablanca,3752000,World Population Review,11/16/2020,21778,0,3,0,0,0,28,26,28,28,0,2,0,0,28,12,5,2,28,2,0,0,0,2,0,0,1,0,0,0,0,6,0,12,9,0,0,446,446,313,0,0,0,318,0,0,0,489,489,0,0,0,0,0,0,21,16,91,48,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,5,5,2,61,0,0,9,9,13,9,9,9,55,493,764,28,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,11,0,4,365,3,386,0,0,187,2,203,15,188,52,2,2,0,1,3,1,0,333,337,337,337,337,9,0,0,15,0,0,0,0,0,0,0,0,0,0,270,0,0,446,11,3,80,80,80,867,229,0,28,352,3,352,4,0,0,0,144,0,353,19,517,0,0,0,0,0,2069,2,2,336,336,99,332,381,3,3,3,3,3,3,3,13,356,0,0,191,0,0,0,0,0,0,2,15,1,7,12,0,5,1,29,343,343,343,63,44,563,182,0,0,0,0,0,14,0,0,9,9,20,29,29,29,0,11,0,0,0,2,1,3,0,0,0,0,0,0,0,17,212,195,3,3,0,0,13,13,13,0,0,0,0,11,11,2,11,359,0,0,0,0,0,0,0,3,0,378,378,20,378,378,2,10,394,394,394,18,394,6,0,0,0,0,3,32,0,0,5,0,26,378,2,10,394,394,394,18,394,6,0,0,0,0,3,32,0,0,5,0,26
Central,7496000,worldometer,11/14/2020,1111338,118,103,3,0,2,694,504,1410,1410,178,906,0,0,1410,193,1476,970,1410,906,0,1,0,90,0,0,13,0,0,0,0,167,2,191,108,0,0,13261,13261,96249,2,0,0,17416,120,2,0,9766,9769,2,2,2,2,2,0,541,187,4478,3065,3050,3098,155,0,0,0,0,0,0,0,1,1,1,1,1,0,8,2,2,2,2,2,2,2,1,1,1,8,1,1,1,0,7,7,8,7,162,1132,1,0,131,131,185,136,136,127,948,9790,17248,1414,17,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1019,62,1126,10937,66,11620,0,0,3518,41,3787,306,3514,3369,1696,1987,10,54,140,54,7,18213,18512,"18,512",18512,18512,134,7,7,282,0,0,0,0,0,0,0,0,824,19,6517,0,0,"13,302",970,139,"1,716","1,716","1,716","19,775","6,227",0,"3,295","19,978","1,086","19,980",62,0,0,0,"85,489",7,"20,080",481,"14,582",0,0,0,0,0,"14,529","1,669","1,960","18,703","18,703","5,165",17354,31875,149,149,149,149,149,149,149,1306,20288,2,2,3510,0,0,0,0,0,2,167,1561,9,20,759,0,29,5,1223,7608,7609,7610,1104,625,15234,1352,0,4,148,0,0,90,0,0,1523,1523,2635,2770,2770,2770,26,67,13,0,7,1735,14,1976,0,0,0,41,0,151,0,861,4347,3485,96,96,7,0,1309,1309,1309,0,0,0,0,61,61,5,65,20396,0,0,0,0,0,0,0,150,1,32205,32206,14284,32216,32219,214,133,36733,36737,36743,2399,36755,12675,0,0,0,0,158,319,1,1,139,1,37,,,,,,,,,,,,,,,,,,,,
Charlotte,905000,World Population Review,11/14/2020,69393,7,7,2,0,1,17,12,18,18,4,6,0,0,18,23,24,8,18,6,0,0,0,7,0,0,3,0,0,0,0,5,0,22,15,0,0,1084,1084,1854,0,0,0,480,7,0,0,1282,1282,1,1,1,1,1,0,1,1,145,103,102,103,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,14,14,18,15,15,14,68,1288,1801,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,15,918,0,978,0,0,105,1,125,19,105,105,1612,6529,1,5,9,5,1,487,487,487,487,487,14,1,1,19,0,0,0,0,0,0,0,0,3,0,537,0,0,"1,081",3,9,155,155,155,"2,018",531,0,32,504,10,504,2,0,0,0,"1,361",1,500,20,"1,096",0,0,0,0,0,577,"1,609","6,495",493,493,70,472,763,10,10,10,10,10,10,10,19,739,1,1,103,0,0,0,0,0,0,18,15,1,0,4,0,21,1,35,592,592,592,60,40,1137,30,0,1,47,0,0,3,0,0,255,255,262,271,271,271,9,1,0,0,0,4958,0,6503,0,0,0,3,0,47,0,19,123,104,3,3,0,0,19,19,19,0,0,0,0,1,1,1,1,510,0,0,0,0,0,0,0,10,0,772,772,283,772,773,9,14,900,900,901,255,901,280,0,0,0,0,10,19,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,
