city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,,,,,,,,,,,,,,,,,,
Florence,708000,World Population Review,11/16/2020,37643,3,2,0,0,0,12,10,13,13,2,3,0,0,13,7,28,7,13,3,0,0,0,2,0,0,0,0,0,0,0,7,0,7,4,0,0,1547,1547,521,0,0,0,288,4,0,0,948,948,0,0,0,0,0,0,12,5,422,319,319,323,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,2,46,0,0,6,6,7,6,6,5,116,951,1899,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,1352,0,1363,0,0,326,4,338,18,326,323,5,5,0,2,4,2,0,317,317,317,317,317,6,0,0,11,0,0,0,0,0,0,0,0,3,2,555,0,0,1548,8,5,182,182,182,2096,536,0,78,370,14,370,2,0,0,0,328,0,372,53,1622,0,0,0,0,0,1101,5,5,335,335,144,311,397,5,5,5,5,5,5,5,16,384,0,0,326,0,0,0,0,0,0,1,29,0,4,4,0,9,0,64,743,743,743,193,141,1760,37,0,0,4,0,0,7,0,0,47,47,59,62,61,61,14,6,0,0,1,4,0,5,0,0,0,6,0,7,0,25,348,323,4,4,0,0,16,16,16,0,0,0,0,5,4,1,4,374,0,0,0,0,0,0,0,4,0,413,413,53,413,413,0,6,441,441,442,53,442,43,0,0,0,0,4,21,0,0,1,0,0,413,0,6,441,441,442,53,442,43,0,0,0,0,4,21,0,0,1,0,0
Fortaleza,4073000,World Population Review,11/14/2020,130094,6,3,0,0,0,7,4,12,12,2,8,0,0,12,115,15,8,12,8,0,0,0,3,0,0,0,0,0,0,0,29,0,103,78,0,0,3405,3405,1271,0,0,0,2735,6,0,0,4894,4893,0,0,0,0,0,0,10,9,230,123,120,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,84,84,105,100,100,84,1293,4904,"5,351",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,3285,28,"3,301",0,0,134,7,146,21,134,128,17,17,1,2,3,2,28,2762,"2,763","2,764",2766,2766,88,28,28,109,0,0,0,0,0,0,0,0,0,0,1615,0,0,"3,434",3,3,124,124,124,"5,542","1,597",0,18,"2,776",11,"2,776",5,0,0,0,"1,130",27,"2,751",15,"3,439",0,0,0,0,0,616,17,17,"2,749","2,749",48,2737,2786,4,4,4,4,4,4,4,10,2760,0,0,132,0,0,0,0,0,0,0,15,0,0,3,0,1,0,31,1696,1696,1696,90,75,3516,125,0,27,5,0,0,1,0,0,15,15,21,25,25,25,2,0,0,0,0,10,0,17,0,0,0,5,0,5,0,25,153,128,4,4,0,0,10,10,10,0,0,0,0,0,0,0,0,2761,0,0,0,0,0,0,0,4,0,2781,2782,30,2781,2782,0,89,2794,2795,2795,16,2796,21,0,0,0,0,4,39,0,0,16,0,3,,,,,,,,,,,,,,,,,,,,
Frankfurt am Main,777000,World Population Review,11/14/2020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Göteborg,611000,macrotrends,11/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala City,18042000,World Population Review,11/16/2020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guayaquil,2994000,World Population Review,11/16/2020,25899,0,5,1,0,1,21,7,27,27,11,20,0,0,27,62,10,22,27,20,0,0,0,5,0,0,4,0,0,0,0,40,0,59,29,0,0,809,809,409,0,0,0,292,0,0,0,584,584,1,1,1,1,1,0,33,21,226,186,188,196,11,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,12,15,0,0,46,46,72,51,51,33,67,584,1087,27,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,46,4,28,715,6,722,0,0,204,8,235,39,204,198,28,28,1,2,7,2,8,310,311,311,311,311,49,8,8,75,0,0,0,0,0,0,0,0,0,0,281,0,0,807,13,6,84,84,84,1184,261,0,52,329,25,329,2,0,0,0,233,8,331,74,920,0,0,0,0,0,348,28,28,309,309,110,276,379,8,8,8,8,8,8,8,3,346,2,2,206,0,0,0,0,0,1,0,31,0,3,16,0,1,0,98,423,424,423,128,53,976,51,0,2,1,0,0,5,0,0,41,41,61,70,70,70,0,5,0,0,0,13,1,29,0,0,0,2,0,1,0,45,251,206,5,5,0,0,3,3,3,0,0,0,0,4,4,0,5,337,0,0,0,0,0,0,0,9,0,366,366,78,366,366,1,49,408,408,408,53,408,54,0,0,0,0,11,39,0,0,5,0,3,366,1,49,408,408,408,53,408,54,0,0,0,0,11,39,0,0,5,0,3
Hamilton,766000,World Population Review,11/14/2020,223373,4,3,0,0,0,10,6,10,10,4,4,0,0,10,15,4,4,10,4,0,0,0,3,0,0,1,0,0,0,0,7,0,15,13,0,0,488,488,845,0,0,0,9094,4,0,0,421,420,0,0,0,0,0,0,5,4,91,54,55,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,26,0,0,13,13,14,13,13,13,40,422,626,10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10,0,4,383,0,395,0,0,59,2,81,19,59,57,230,230,0,1,3,1,0,9108,9108,"9,108",9107,9107,13,0,0,20,0,0,0,0,0,0,0,0,1,0,256,0,0,487,12,3,98,98,98,731,242,0,38,"9,139",5,"9,138",7,0,0,0,686,0,"9,077",23,528,0,0,0,0,0,"1,046",229,229,"9,057","9,057",86,9049,9094,3,3,3,3,3,3,3,44,9077,0,0,63,0,0,0,0,0,0,15,12,0,1,8,0,18,0,41,369,369,369,111,88,615,28,0,0,7,0,0,6,0,0,13,13,27,34,34,34,12,6,0,0,2,226,0,229,0,0,0,2,0,7,0,21,81,60,6,6,0,0,44,44,44,0,0,0,0,6,6,0,6,9089,0,0,0,0,0,0,0,3,1,9109,9109,32,9111,9110,0,13,9126,9125,9126,25,9127,17,0,0,0,0,6,12,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Hefei,4241000,World Population Review,11/14/2020,33552,0,0,0,0,0,31,12,32,32,4,20,0,0,32,13,10,23,32,20,0,0,0,0,0,0,0,0,0,0,0,9,0,12,8,0,0,182,182,3412,0,0,0,695,0,0,0,249,249,0,0,0,0,0,0,37,15,91,61,61,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,0,0,7,7,15,11,11,10,12,250,346,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,20,163,0,175,0,0,68,1,70,8,68,63,64,65,0,0,0,0,3,754,757,757,757,757,11,3,3,19,0,0,0,0,0,0,0,0,0,17,100,0,0,185,7,0,11,11,11,370,90,0,190,769,128,770,15,0,0,0,"1,729",3,755,6,196,0,0,0,0,0,421,63,63,743,743,361,564,904,0,0,0,0,0,0,0,6,793,0,0,66,0,0,0,0,0,0,0,130,0,0,4,0,0,0,23,115,115,115,19,13,207,1197,0,1,0,0,0,0,0,0,222,222,242,250,250,250,0,0,0,0,0,61,0,63,0,0,0,1,0,0,0,23,83,60,0,0,1,0,6,6,6,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,899,899,233,898,898,0,9,914,914,914,229,914,206,0,0,0,0,0,0,0,0,46,0,0,,,,,,,,,,,,,,,,,,,,
Herning,50000,City Population,11/14/2020,2379,0,1,0,0,0,6,1,6,6,5,5,0,0,6,0,0,6,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,75,75,67,0,0,0,23,0,0,0,64,64,0,0,0,0,0,0,4,2,14,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,7,0,0,0,0,0,0,0,0,16,64,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,55,2,60,0,0,7,0,9,2,7,7,0,0,0,1,1,1,0,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,76,2,1,19,19,19,119,43,0,11,27,7,27,0,0,0,0,56,0,27,1,79,0,0,0,0,0,27,0,0,25,25,14,18,31,1,1,1,1,1,1,1,2,27,0,0,7,0,0,0,0,0,0,0,8,0,1,2,0,2,0,4,58,58,58,15,14,93,3,0,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,7,1,1,0,1,2,2,2,0,0,0,0,1,1,0,1,26,1,0,0,0,0,0,0,1,0,30,30,10,30,30,0,0,35,35,35,2,35,8,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Houston,2340000,World Population Review,11/14/2020,81722,5,14,0,0,0,35,18,35,35,18,17,0,0,35,59,21,17,35,17,0,0,0,11,0,0,0,0,0,0,0,12,0,58,23,0,0,2224,2225,2232,0,0,0,980,5,0,0,2275,2274,0,0,0,0,0,0,7,6,361,214,214,217,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,16,135,0,0,28,28,32,29,29,26,87,2270,3841,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,24,1878,4,1933,0,0,231,4,282,51,232,221,1223,"1,223",0,4,17,4,2,997,"1,001","1,001",1002,1003,28,2,2,35,0,0,0,0,0,0,0,0,55,1,649,0,0,"2,237",25,15,307,307,307,"4,229",624,1,64,"1,036",25,"1,036",40,0,0,0,"1,539",2,"1,016",56,"2,315",0,0,0,0,0,"1,541","1,212","1,213",978,978,178,944,1081,17,17,17,17,17,17,17,41,1021,0,0,231,0,0,0,0,0,0,24,34,0,3,19,0,93,0,115,1274,1274,1274,627,572,2896,91,0,2,120,0,0,15,0,0,26,26,64,67,67,67,33,10,0,0,4,1093,2,1216,0,0,0,15,0,120,0,66,295,229,27,27,0,0,41,41,41,0,0,0,0,9,9,0,9,1019,0,0,0,0,0,0,0,17,2,1069,1069,92,1070,1070,0,29,1410,1410,1410,56,1410,54,0,0,0,0,20,12,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,
Incheon,2801000,World Population Review,11/14/2020,741883,9,65,2,0,0,539,231,709,709,216,478,0,0,709,287,247,649,708,477,0,0,2,50,2,2,24,2,2,2,2,160,2,284,129,0,0,14551,14551,30584,2,0,0,13093,9,0,0,6640,6639,0,0,0,0,0,0,44,31,4455,3787,3776,3802,188,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,117,8,0,150,150,161,153,153,140,407,6645,11210,708,45,0,0,0,0,0,0,0,3,3,3,3,3,3,3,405,5,1556,8912,69,10784,0,0,3860,26,4735,901,3861,3840,379,379,19,38,86,38,13,13623,13701,"13,701",13702,13702,150,13,13,296,0,0,0,0,0,0,0,0,81,12,10925,0,0,"14,584",116,94,"5,131","5,131","5,130","18,322","10,246",6,"2,490","15,124",799,"15,125",11,0,0,0,"28,888",13,"15,247",749,"16,596",0,0,0,0,0,"5,388",375,375,"15,011","15,014","3,736",13129,17931,121,121,121,121,121,121,121,96,15528,0,0,3815,0,0,0,0,0,3,31,1006,3,0,648,0,1,3,1602,12443,12443,12443,1477,729,17338,530,0,5,11,0,0,12,0,0,1488,1488,2238,2382,2382,2382,14,8,2,0,8,294,1,376,0,0,0,9,0,11,0,905,4700,3795,0,0,0,0,98,98,98,0,0,0,0,4,4,5,8,15420,0,0,0,0,0,0,0,121,11,17082,17082,3583,17083,17083,14,148,18008,18012,18013,1473,18017,2895,0,0,0,0,146,20,0,0,103,3,18,,,,,,,,,,,,,,,,,,,,
Indianapolis,875000,World Population Review,11/14/2020,32300,0,4,0,0,0,4,0,5,5,4,5,0,0,5,3,3,6,5,5,0,0,1,4,1,1,3,1,1,1,1,0,0,3,1,0,0,522,522,15667,0,0,0,175,0,0,0,476,476,0,0,0,0,0,0,3,3,71,53,53,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,44,0,0,1,1,1,1,1,1,36,478,635,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,8,430,0,442,0,0,64,0,82,19,64,53,12,264,1,3,4,3,0,182,184,184,184,184,1,0,0,1,0,0,0,0,0,0,0,0,0,0,363,0,0,522,6,4,85,85,85,733,355,0,26,199,7,199,2,0,0,0,353,0,196,20,559,0,0,0,0,0,427,12,263,190,190,50,177,205,5,5,5,5,5,5,5,40,195,0,0,65,0,0,0,0,0,0,2,12,2,3,16,0,24,0,38,406,406,405,45,25,582,21,0,0,0,0,0,7,0,0,9,9,16,16,16,16,7,7,0,0,0,263,0,263,0,0,0,0,0,0,0,20,85,65,6,6,0,0,39,39,39,0,0,0,0,8,8,0,8,195,0,0,0,0,0,0,0,5,0,202,202,22,202,202,0,1,222,222,222,16,222,15,0,0,0,0,7,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Istanbul,15190000,World Population Review,11/16/2020,143219,38,31,1,0,2,88,59,95,95,36,36,0,0,95,92,140,42,95,36,0,0,0,28,0,0,10,0,0,0,0,33,0,92,42,0,0,2402,2402,3685,0,0,0,2786,38,0,0,2895,2895,2,2,2,2,2,0,87,31,723,547,544,555,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,23,162,0,0,59,59,64,61,61,45,190,2896,4173,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,52,1924,5,1958,0,0,596,11,886,304,596,563,366,373,5,23,42,23,4,2839,2849,2849,2849,2848,61,4,4,75,0,0,0,0,0,0,0,0,7,0,1158,0,0,2409,74,41,459,459,458,4684,1092,0,247,3022,54,3022,15,0,0,0,2575,4,3026,70,2629,0,0,0,0,0,3011,366,373,2912,2913,559,2829,3329,48,48,48,48,48,48,48,91,3045,2,2,598,0,0,0,0,0,1,24,84,0,5,64,0,16,0,366,1392,1392,1392,197,127,2754,650,0,3,154,0,0,13,0,0,91,91,171,189,189,189,10,7,0,0,0,264,1,374,0,0,0,35,0,154,0,327,917,590,0,0,4,0,91,91,91,0,0,0,0,8,8,0,8,3036,0,0,0,0,0,0,0,48,5,3332,3333,361,3333,3333,2,62,3832,3833,3833,154,3833,274,0,0,0,0,53,389,0,0,18,0,18,3333,2,62,3832,3833,3833,154,3833,274,0,0,0,0,53,389,0,0,18,0,18
Jacksonville,926000,World Population Review,11/14/2020,18837,0,4,1,0,0,6,2,8,8,6,6,0,0,8,3,0,7,8,6,0,0,0,3,0,0,1,0,0,0,0,4,0,3,2,0,0,509,509,551,0,0,0,232,0,0,0,496,496,0,0,0,0,0,0,4,3,61,44,41,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,2,2,3,2,2,2,26,497,617,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,423,0,436,0,0,51,5,66,20,51,49,260,261,3,2,4,2,0,237,237,237,237,237,2,0,0,6,0,0,0,0,0,0,0,0,1,0,387,0,0,508,0,4,73,73,73,704,378,0,27,243,18,243,5,0,0,0,424,0,241,6,518,0,0,0,0,0,599,256,257,236,236,60,210,256,7,7,7,7,7,7,7,6,245,0,0,50,0,0,0,0,0,0,4,21,1,0,2,0,24,1,21,424,424,424,38,32,550,19,0,0,1,0,0,1,0,0,22,22,23,25,25,25,8,1,0,0,0,260,2,260,0,0,0,1,0,1,0,23,68,45,3,3,0,0,6,6,6,0,0,0,0,1,1,1,1,243,0,0,0,0,0,0,0,7,0,261,261,36,261,261,0,2,274,274,274,23,274,32,0,0,0,0,7,11,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,
Jakarta,10770000,World Population Review,11/16/2020,451469,26,51,3,0,0,973,912,1026,1026,51,114,1,1,1026,455,90,137,1026,114,0,1,2,42,2,2,9,2,2,2,2,153,1,409,165,0,0,11490,11490,6812,1,0,0,6576,26,0,0,7501,7501,0,0,0,0,0,0,2257,1469,5751,3694,3693,3725,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,0,0,0,4,0,0,0,0,4,4,4,4,32,182,2,0,198,198,303,259,259,189,1071,7510,12104,1028,3,1,0,1,0,0,0,0,1,1,1,1,1,1,1,374,4,167,8899,89,8994,0,0,4007,30,4474,218,4008,3808,361,362,8,29,66,29,31,6802,6830,6830,6828,6828,213,31,31,329,1,1,1,1,1,1,1,1,41,5,6899,0,0,11499,154,69,2504,2504,2504,14825,6245,0,489,7027,215,7027,12,0,0,0,5333,31,7075,719,12774,0,0,0,0,0,1620,361,362,6864,6864,3347,6573,8767,78,78,78,78,78,78,78,535,7303,0,0,4325,0,0,0,0,0,1,28,302,0,4,202,0,11,0,1078,8461,8461,8462,1455,737,13530,357,0,19,216,0,0,19,0,0,630,630,991,1048,1048,1048,24,11,0,0,2,381,33,395,0,0,0,38,0,221,0,528,5268,4740,3,3,3,0,538,538,538,0,0,0,0,11,11,1,11,7145,0,0,0,0,0,0,0,79,3,8253,8252,895,8254,8254,19,214,9201,9201,9201,759,9202,672,0,0,0,0,85,308,0,0,47,4,43,8254,19,214,9201,9201,9201,759,9202,672,0,0,0,0,85,308,0,0,47,4,43
