city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,overall_rating,overall_ranking,country,countrycode,cities_in_motion,economy,human_capital,social_cohesion,environment,goverance,urban_planning,international_outreach,technology,mobility_and_transportation,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,
Medan,smart city,71.9,88.8,80.6,59.1,2204000,2,97,Indonesia,ID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25639,0,0,0,0,0,13,12,24,24,2,12,0,0,24,10,2,13,23,12,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,481,481,97,0,0,0,330,0,0,0,279,279,0,0,0,0,0,0,26,19,138,72,72,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,6,6,8,8,8,4,20,283,431,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,361,9,367,0,0,742,4,754,19,742,83,3,3,0,0,1,0,0,339,340,340,340,340,6,0,0,9,0,0,0,0,0,0,0,0,1,0,479,0,0,490,49,1,119,119,119,571,352,0,65,387,14,387,0,0,0,0,77,0,390,36,697,0,0,0,0,0,149,3,3,340,340,128,325,580,1,1,1,1,1,1,1,0,395,0,0,705,0,0,0,0,0,0,3,17,0,0,79,0,0,0,48,528,528,528,63,26,726,19,0,0,0,0,0,0,0,0,132,132,183,184,184,184,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,30,741,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,1,0,462,462,128,462,462,0,6,612,612,612,173,612,67,0,0,0,0,1,21,0,0,3,0,4,,,
Medellin,"smart city,city in motion",73.2,85.6,66.8,60.7,3911000,4,72,Colombia,CO,126,115,132,140,110,99,141,142,136,78,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2,0,0,0,13,0,0,0,13,13,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,17,0,0,1,0,7,6,1,1,3,3,0,0,0,0,0,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,0,0,3,3,3,24,11,0,0,13,0,13,0,0,0,0,2,0,13,0,19,0,0,0,0,0,6,3,3,13,13,1,13,13,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,12,1,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,13,0,13,13,0,0,13,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,
Melbourne,"smart city,city in motion",60.7,71.5,59.5,73.3,4203000,8,20,Australia,AU,37,34,55,45,31,11,39,64,40,128,75230,10,19,1,0,0,45,21,49,49,23,28,0,0,49,18,55,32,50,28,0,0,1,18,1,1,3,1,1,1,1,10,0,17,9,0,0,2063,2064,2812,0,0,0,792,14,0,0,1465,1466,0,0,0,0,0,0,25,13,354,274,273,282,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,7,7,7,18,101,0,0,13,13,18,14,14,12,150,1464,2421,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,46,1502,3,1541,0,0,292,9,354,71,292,283,68,70,4,14,22,14,1,857,861,861,861,861,14,1,1,21,0,0,0,0,0,0,0,0,19,3,1146,0,0,2090,17,23,540,540,540,3041,1086,0,212,1010,44,1006,39,0,0,0,2270,1,1009,81,2251,0,0,0,0,0,1009,65,67,988,988,370,927,1156,29,29,29,29,29,29,29,109,1022,0,0,292,0,0,0,0,0,0,34,71,0,7,37,0,200,0,148,1510,1510,1511,367,286,2539,67,0,1,221,0,0,14,0,0,56,56,79,85,85,85,23,11,0,0,6,58,1,67,0,0,0,7,0,221,0,82,368,286,4,4,0,0,108,108,108,0,0,0,0,10,10,1,11,1021,0,0,0,0,0,0,0,29,0,1140,1141,124,1142,1142,0,13,2196,2197,2196,68,2197,102,0,0,0,0,29,79,0,0,2,1,1,,,
Mexico City,"smart city,city in motion",62,73.9,47.3,60.7,20999000,3,90,Mexico,MX,130,127,67,142,168,92,63,72,153,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Miami,"normal city,city in motion",N/A,N/A,N/A,N/A,486000,N/A,N/A,United States of America,US,48,20,23,122,148,57,42,12,48,105,824859,123,57,1,0,0,102,48,112,112,40,64,0,0,112,92,93,93,112,64,0,0,3,50,3,3,8,3,3,3,3,33,1,89,41,0,0,11409,11408,7783,1,0,0,12863,130,0,0,4358,4358,0,0,0,0,0,0,15,10,2654,2383,2381,2388,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,7,2,0,0,0,9,9,9,9,36,158,0,0,52,52,61,55,55,46,452,4367,11191,113,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,206,4,126,8676,3,8819,0,0,2424,6,2523,100,2426,2407,58280,59108,9,22,74,22,3,12941,12946,12945,12946,12946,54,3,3,74,0,0,0,0,0,0,0,0,80,0,4448,0,0,11433,156,75,2636,2636,2636,13987,4368,0,385,12626,126,12391,106,0,0,0,6157,3,12409,171,11669,0,0,0,0,0,1326,57944,58769,12246,12245,645,12056,12727,85,85,85,85,85,85,85,136,12457,0,0,2383,0,0,0,0,0,1,41,157,4,9,50,0,30,4,276,4996,4996,4996,520,348,12031,196,0,3,195,0,0,31,0,0,164,164,338,357,357,357,46,17,0,0,2,3678,2,58849,0,0,0,192,0,201,0,125,2503,2377,17,17,0,0,134,134,134,0,0,0,0,15,15,0,17,12436,0,0,0,0,0,0,0,85,1,12675,12675,499,12675,12675,0,53,22182,22182,22182,317,22182,307,0,0,0,0,90,58,0,0,15,0,5,,,
Milan,"smart city,city in motion",59.7,73.5,61.3,65.1,3099000,4,74,Italy,IT,42,71,39,87,65,104,29,34,82,14,589702,16,30,0,1,0,65,36,69,69,18,33,0,0,69,32,35,46,69,33,0,0,0,25,0,0,2,0,0,0,0,28,0,32,11,2,2,7224,7226,7844,0,0,0,18066,20,0,0,4274,4274,0,0,0,0,0,0,56,45,2140,1695,1693,1701,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,16,16,16,18,374,0,0,16,16,29,17,17,14,591,4298,8441,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,51,5794,9,5961,0,0,1745,6,1805,71,1742,1712,2494,2979,2,15,32,15,1,18485,18494,18500,18508,18515,16,1,1,39,0,0,0,0,0,0,0,0,64,2,2965,0,0,7244,30,39,1418,1418,1418,10047,2887,0,245,18288,59,18100,21,0,0,0,6263,1,18145,257,7626,0,0,0,0,0,2536,2348,2838,18066,18069,532,17971,18290,43,43,43,43,43,43,43,86,18264,0,0,1749,0,0,0,0,0,0,57,103,1,21,72,0,44,0,312,3931,3931,3932,958,700,8331,143,0,1,27,0,2,43,0,0,119,119,154,174,174,174,46,34,2,0,2,2866,35,2882,0,0,0,65,32,27,0,90,1827,1737,5,5,7,2,88,88,88,0,0,0,0,30,30,3,33,18589,2,0,0,0,0,0,0,44,0,18766,18773,208,18779,18781,0,16,18983,18983,18989,145,19001,166,0,0,0,0,44,104,1,1,16,0,4,,,
Minsk,city in motion,N/A,N/A,N/A,N/A,1742000,N/A,N/A,Belarus,BY,111,124,86,76,58,103,123,154,104,84,40606,149,7,0,0,0,12,11,15,15,0,4,0,0,15,46,18,8,15,4,0,0,0,6,0,0,2,0,0,0,0,13,1,45,27,0,0,1171,1171,1347,1,0,0,363,149,0,0,1185,1185,0,0,0,0,0,0,17,12,235,182,175,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,51,0,0,33,33,38,34,34,27,123,1186,1626,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,44,955,3,975,0,0,191,4,205,18,184,180,18,18,2,5,10,5,0,422,427,427,427,427,33,0,0,40,0,0,0,0,0,0,0,0,3,0,680,0,0,1182,20,9,208,208,208,1871,668,0,99,469,33,469,2,0,0,0,1087,0,475,54,1256,0,0,0,0,0,307,18,18,446,446,160,372,622,12,12,12,12,12,12,12,28,494,0,0,191,0,0,0,0,0,0,45,57,2,5,17,0,3,0,68,874,874,874,196,142,1401,416,0,0,9,0,0,23,0,0,72,72,112,117,117,117,6,18,0,0,0,14,0,18,0,0,0,18,0,9,0,23,214,191,0,0,0,0,28,28,28,0,0,0,0,12,12,1,18,478,0,0,0,0,0,0,0,12,0,579,579,169,579,579,0,32,701,702,702,85,702,152,0,0,0,0,14,31,0,0,4,0,4,,,
Montevideo,city in motion,N/A,N/A,N/A,N/A,1752000,N/A,N/A,Uruguay,UY,110,144,133,110,3,74,118,115,133,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Montreal,"smart city,city in motion",62.2,65.1,60.6,79.2,3981000,8,21,Canada,CA,40,56,60,44,56,40,13,45,98,63,1128961,384,137,5,0,0,226,96,257,257,72,162,0,0,258,332,195,208,258,162,0,0,6,111,6,6,25,6,6,6,6,166,2,284,137,2,2,27542,27544,32427,2,0,0,21300,409,2,0,16085,16084,0,0,0,0,0,0,50,39,5288,4434,4429,4447,59,0,0,0,0,0,0,0,0,0,0,2,2,2,20,5,5,5,5,5,5,5,2,2,2,20,2,2,2,0,22,22,24,22,78,202,6,0,224,224,295,275,275,184,3007,16104,25412,261,8,0,0,0,0,0,0,0,4,4,4,4,4,4,4,555,2,1066,18983,18,20433,0,0,4514,18,4766,252,4512,4475,4849,5584,41,68,201,68,36,21980,22006,22011,22014,22020,232,36,36,316,0,0,0,0,0,0,0,0,306,23,16467,0,0,27592,110,200,8362,8364,8364,35297,16128,10,1045,22290,299,22046,61,0,0,0,26136,36,22545,481,28550,0,0,0,0,0,2112,4743,5476,22443,22447,2058,21182,24485,267,267,267,267,267,267,267,2025,22802,0,0,4503,0,0,0,0,0,4,178,476,14,41,283,0,53,10,729,18937,18934,18934,2479,1998,30574,291,0,18,813,0,2,162,0,0,896,896,1491,1636,1636,1636,187,120,1,0,28,2781,12,5517,0,0,0,203,0,822,0,305,4812,4507,13,13,0,2,2035,2035,2035,0,0,0,0,93,92,26,110,22943,2,0,0,0,0,0,0,267,5,24131,24132,2468,24137,24141,7,232,25367,25368,25371,929,25390,2044,0,0,0,0,278,120,0,0,93,2,28,,,
Moscow,"smart city,city in motion",56.7,67.5,45.4,73.9,12166000,5,56,Russia,RU,87,148,8,150,135,52,6,71,119,91,801691,2091,109,1,2,0,253,149,325,325,112,176,0,0,325,767,197,236,325,176,0,0,3,88,3,3,20,3,3,3,3,390,7,754,285,12,12,24982,24984,24309,7,0,0,8505,2166,0,0,19487,19487,0,0,0,0,0,0,172,118,6775,4826,4813,4850,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,3,49,3,3,3,0,47,47,47,47,78,465,6,0,529,529,658,563,563,449,2601,19507,32748,326,18,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1976,4,393,22132,19,22427,0,0,5032,31,5294,286,5028,4866,6743,6747,16,67,156,67,76,8857,8892,8892,8892,8892,552,76,76,707,0,0,0,0,0,0,0,0,74,6,10281,0,0,25099,211,153,2668,2668,2668,35803,10085,5,1046,9434,350,9427,74,0,0,0,17927,76,9529,565,25901,0,0,0,0,0,7687,6656,6656,9267,9269,2257,8500,11068,180,180,180,180,180,180,180,614,9837,0,0,5013,0,0,0,0,0,3,1613,498,18,69,187,0,87,8,964,12816,12816,12819,2516,1952,27903,1609,0,30,396,0,12,186,0,0,877,877,1260,1339,1339,1339,49,120,1,0,8,6596,34,6724,0,0,0,1107,11,404,0,481,5485,5003,5,5,0,12,615,615,615,0,0,0,0,111,111,11,117,9782,12,0,0,0,0,0,0,179,4,10797,10796,1825,10798,10799,18,552,12161,12161,12165,1041,12165,1473,0,0,0,0,193,1446,0,0,58,0,144,,,
Mumbai,"smart city,city in motion",75.9,78,81.3,69.3,21043000,2,93,India,IN,161,94,162,161,164,137,102,123,156,168,1517106,31,151,3,0,2,243,110,375,375,83,265,0,0,375,497,231,409,375,265,0,0,14,134,14,14,35,14,14,14,14,72,3,481,245,2,2,49797,49799,55709,3,0,0,19678,32,3,0,15233,15233,2,2,2,2,2,0,149,105,10151,10030,10021,10071,71,1,1,1,1,1,1,1,0,0,0,1,1,0,5,2,2,2,2,2,2,2,4,4,5,43,6,5,5,0,48,48,52,48,78,215,4,0,283,283,317,306,306,276,1238,15255,27345,378,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1,1569,24938,25,26832,0,0,10302,49,11377,1092,10302,10214,1578,1594,55,108,199,108,24,20679,20742,20745,20751,20756,298,24,24,328,0,0,0,0,0,0,0,0,74,18,38862,0,0,49970,153,214,24196,24195,24194,53509,38171,16,1673,21038,731,20811,52,0,0,0,53572,24,21299,1286,52258,0,0,0,0,0,1005,1500,1516,21172,21172,2860,19387,24263,288,288,288,288,288,288,288,1481,21607,2,2,10314,0,0,0,0,0,1,33,1086,75,65,533,0,7,60,2359,41568,41569,41572,2730,1438,53768,513,0,17,49,0,2,342,0,0,1223,1223,2047,2252,2252,2252,21,289,0,0,51,1539,62,1585,0,0,0,17,60,50,0,1173,11482,10309,6,6,2,2,1497,1497,1497,0,0,0,0,245,245,92,284,21766,2,0,0,0,0,0,0,291,15,23569,23571,3491,23581,23590,20,296,25931,25932,25933,1209,25938,2941,0,0,0,0,325,248,0,0,188,0,38,,,
Munich,"smart city,city in motion",66.4,65.5,60.5,63.9,1438000,8,11,Germany,DE,24,36,57,11,77,42,59,21,28,6,223205,130,34,3,0,0,75,19,78,78,44,59,0,0,78,176,45,69,80,60,0,0,1,31,1,1,12,1,1,1,1,66,1,161,74,0,0,9490,9490,4189,1,0,0,1013,136,0,0,7081,7082,0,0,0,0,0,0,72,45,1200,874,865,890,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,0,0,0,5,0,0,0,0,6,6,6,6,32,115,1,0,103,103,126,119,119,87,1982,7105,9649,80,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,98,0,92,7218,12,7313,0,0,935,18,1032,114,929,897,103,104,4,24,42,24,11,1088,1091,1091,1092,1092,110,11,11,146,0,0,0,0,0,0,0,0,11,1,6040,0,0,9540,131,47,2224,2224,2224,12023,5880,0,321,1276,89,1271,25,0,0,0,3338,11,1285,219,9904,0,0,0,0,0,1081,106,107,1139,1139,513,1011,1529,51,51,51,51,51,51,51,200,1318,0,0,938,0,0,0,0,0,1,122,134,1,7,78,0,78,1,306,9063,9065,9066,3032,2816,12746,85,0,6,145,0,0,17,0,0,157,157,305,322,322,322,139,12,1,0,0,86,10,117,0,0,0,222,0,147,0,134,1057,923,0,0,0,0,203,203,203,0,0,0,0,10,10,2,12,1317,0,0,0,0,0,0,0,50,1,1496,1496,380,1496,1497,7,107,1772,1772,1773,293,1774,215,0,0,0,0,53,60,0,0,46,0,5,,,
Murcia,city in motion,N/A,N/A,N/A,N/A,499000,N/A,N/A,Spain,ES,104,101,109,53,96,115,72,165,64,59,20326,0,1,0,0,0,26,25,26,26,1,1,0,0,26,4,0,1,26,1,0,0,0,1,0,0,0,0,0,0,0,2,0,4,2,0,0,269,269,222,0,0,0,496,0,0,0,440,440,0,0,0,0,0,0,27,4,70,49,49,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,3,3,3,3,3,2,36,442,528,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,188,0,238,0,0,60,1,63,3,60,57,17,17,0,1,1,1,0,499,499,499,500,500,3,0,0,4,0,0,0,0,0,0,0,0,0,0,171,0,0,271,0,1,83,83,83,659,165,0,7,502,2,501,0,0,0,0,78,0,502,9,289,0,0,0,0,0,2745,17,17,135,135,45,132,144,1,1,1,1,1,1,1,9,502,0,0,62,0,0,0,0,0,0,0,3,0,0,4,0,1,0,10,256,256,256,83,74,364,14,0,0,2,0,0,2,0,0,6,6,7,7,7,7,1,2,0,0,0,2,0,17,0,0,0,3,0,2,0,5,67,62,1,1,0,0,9,9,9,0,0,0,0,2,2,0,2,489,0,0,0,0,0,0,0,1,0,495,495,10,493,493,0,3,511,511,511,4,511,9,0,0,0,0,1,17,0,0,1,0,0,,,
Nagoya,"normal city,city in motion",N/A,N/A,N/A,N/A,9552000,N/A,N/A,Japan,JP,75,63,90,52,13,106,87,137,56,113,69707,0,9,1,0,0,25,16,30,30,7,14,0,0,30,68,20,17,30,14,0,0,0,8,0,0,2,0,0,0,0,62,0,43,4,1,1,1584,1587,3690,0,0,0,541,0,0,0,1223,1223,0,0,0,0,0,0,25,17,917,615,617,619,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,66,0,0,38,38,88,67,67,41,78,1227,2555,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,16,1519,0,1543,0,0,626,1,640,7,627,624,2031,2032,1,7,10,7,37,565,566,566,566,565,43,37,37,103,0,0,0,0,0,0,0,0,1,0,258,0,0,1609,2,10,67,67,67,2661,248,0,121,666,19,666,9,0,0,0,3455,37,667,72,1706,0,0,0,0,0,2273,2047,2048,570,570,212,544,634,13,13,13,13,13,13,13,61,678,0,0,640,0,0,0,0,0,0,0,28,0,0,6,0,1,0,90,410,410,410,136,63,1778,12,0,0,0,0,1,0,0,0,31,31,33,33,33,33,3,0,1,0,0,1986,0,2068,0,0,0,2,0,0,0,20,674,654,0,0,0,1,61,61,61,0,0,0,0,0,0,0,0,673,1,0,0,0,0,0,0,12,0,725,725,48,725,725,0,44,767,767,767,33,767,43,0,0,0,0,14,675,0,0,8,0,5,,,
